ID_UNICO,area,w_px,valid_frac_interior,valid_frac_perimeter,w_px_seg0,w_px_seg1,w_px_seg2,w_px_seg3,w_px_seg4,w_px_seg5,w_len,w_len_seg0,w_len_seg1,w_len_seg2,w_len_seg3,w_len_seg4,w_len_seg5,w_px_segmean,w_len_segmean,w_ring
1,0.842,0.75608,1.0,1.0,0.91791,0.63497,0.95577,0.80645,0.84,0.37592,0.75413,0.9208,0.63248,0.95556,0.79658,0.83761,0.38177,0.75517,0.75413,0.83314
2,0.47968,0.53622,1.0,1.0,0.39356,0.30462,0.37592,0.77419,0.66462,0.68719,0.53305,0.38177,0.30997,0.38177,0.77322,0.66154,0.69003,0.53335,0.53305,0.46743
3,0.48533,0.4958,1.0,1.0,0.6791,0.11692,0.38084,0.39356,0.80923,0.58722,0.49031,0.67464,0.11396,0.3755,0.38177,0.80969,0.58632,0.49448,0.49031,0.47379
4,0.71358,0.81935,1.0,1.0,0.78856,0.81346,0.58722,0.90323,0.98462,0.87438,0.82308,0.78689,0.81026,0.58632,0.89972,0.98519,0.87009,0.82524,0.82308,0.71425
5,0.73474,0.71599,1.0,1.0,0.71393,0.84098,0.83538,0.78856,0.31385,0.74693,0.70722,0.71453,0.84501,0.83419,0.78689,0.31567,0.74701,0.7066,0.70722,0.79753
6,0.90928,0.89404,1.0,1.0,0.99254,0.80122,0.74693,0.96278,0.8681,0.9656,0.89031,0.99145,0.80057,0.74701,0.9641,0.87066,0.96809,0.88953,0.89031,0.84511
7,0.98807,0.9788,1.0,1.0,1.0,1.0,0.99263,0.99254,0.87117,1.0,0.97588,1.0,1.0,0.99145,0.99145,0.87236,1.0,0.97606,0.97588,0.99839
8,0.98963,0.9947,1.0,1.0,1.0,1.0,1.0,0.97015,1.0,1.0,0.99573,1.0,1.0,1.0,0.97436,1.0,1.0,0.99502,0.99573,0.99601
9,0.9974,0.98852,1.0,1.0,1.0,1.0,0.97789,1.0,0.94785,1.0,0.9868,1.0,1.0,0.97379,1.0,0.94701,1.0,0.98762,0.9868,1.0
10,0.99401,0.99471,1.0,1.0,1.0,1.0,1.0,1.0,0.9633,1.0,0.99383,1.0,1.0,1.0,1.0,0.96296,1.0,0.99388,0.99383,0.99468
11,0.9313,0.98942,1.0,1.0,1.0,1.0,0.97052,1.0,0.97859,0.98775,0.98936,1.0,1.0,0.97094,1.0,0.97778,0.98746,0.98948,0.98936,0.85556
12,0.96437,0.93519,1.0,1.0,0.66915,1.0,0.98775,0.98507,0.99083,1.0,0.93941,0.67066,1.0,0.98746,0.98803,0.99031,1.0,0.9388,0.93941,0.96192
13,0.96851,0.89907,1.0,1.0,0.9801,0.8628,0.99511,0.66915,0.90214,0.97549,0.89858,0.97835,0.86667,0.99658,0.67066,0.90484,0.97436,0.89747,0.89858,0.99079
14,0.97797,0.99295,1.0,1.0,1.0,1.0,0.97549,1.0,1.0,0.98529,0.99297,1.0,1.0,0.97436,1.0,1.0,0.98348,0.99346,0.99297,0.97094
15,0.98894,0.98325,1.0,1.0,0.97007,0.92073,1.0,1.0,1.0,1.0,0.98167,0.97151,0.91852,1.0,1.0,1.0,1.0,0.9818,0.98167,0.99725
16,0.97853,0.94841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71324,0.95242,1.0,1.0,1.0,1.0,1.0,0.71453,0.95221,0.95242,0.99848
17,0.75952,0.8696,1.0,1.0,0.96259,0.79027,1.0,1.0,0.72036,0.70416,0.86258,0.96011,0.78746,1.0,1.0,0.72194,0.70598,0.8629,0.86258,0.66819
18,0.66804,0.69868,1.0,1.0,0.3616,0.80851,0.70416,0.62594,0.80243,0.91687,0.70494,0.36467,0.80798,0.70598,0.63134,0.80285,0.91681,0.70325,0.70494,0.66999
19,0.64843,0.59137,1.0,1.0,0.28856,0.79331,0.77017,0.3616,0.66869,0.70833,0.60152,0.29516,0.8,0.77265,0.36467,0.66496,0.71168,0.59844,0.60152,0.66572
20,0.77161,0.82275,1.0,1.0,0.6675,0.80243,0.70833,0.9825,0.97264,0.82843,0.82792,0.66781,0.80228,0.71168,0.98006,0.97208,0.83362,0.82697,0.82792,0.75166
21,0.67514,0.70396,1.0,1.0,0.90773,0.91793,0.6348,0.6675,0.40729,0.67726,0.70038,0.90712,0.91795,0.63134,0.66781,0.40285,0.67521,0.70209,0.70038,0.63191
22,0.60184,0.6266,1.0,1.0,0.89223,0.81818,0.67726,0.51122,0.29091,0.54768,0.62165,0.88547,0.81766,0.67521,0.51225,0.28775,0.55157,0.62291,0.62165,0.49183
23,0.74842,0.72711,1.0,1.0,0.8575,0.96667,0.6439,0.89223,0.55152,0.46944,0.72915,0.85812,0.96695,0.64387,0.88547,0.55556,0.46496,0.73021,0.72915,0.72184
24,0.62088,0.62885,1.0,1.0,0.9275,1.0,0.46944,0.42893,0.4303,0.55257,0.6339,0.92934,1.0,0.46496,0.42165,0.43077,0.5567,0.63479,0.6339,0.58594
25,0.5788,0.4912,1.0,1.0,0.0,0.5,0.94634,0.9275,0.29091,0.24205,0.48557,0.0,0.50256,0.94701,0.92934,0.29288,0.2416,0.48447,0.48557,0.56163
26,0.18793,0.1803,1.0,1.0,0.1175,0.06928,0.24205,0.33416,0.2614,0.05623,0.17987,0.11909,0.06895,0.2416,0.33447,0.26097,0.05413,0.1801,0.17987,0.16296
27,0.11858,0.06473,1.0,1.0,0.04738,0.02121,0.04167,0.1175,0.0,0.13936,0.06125,0.04615,0.02165,0.04217,0.11909,0.0,0.13846,0.06119,0.06125,0.15033
28,0.27323,0.25033,1.0,1.0,0.2125,0.1994,0.13936,0.23,0.22356,0.47677,0.24672,0.21311,0.2,0.13846,0.2302,0.22222,0.47635,0.24693,0.24672,0.35793
29,0.21124,0.21821,1.0,1.0,0.35,0.0,0.0489,0.2125,0.66061,0.08293,0.22526,0.35328,0.0,0.05071,0.21311,0.65185,0.08262,0.22582,0.22526,0.20057
30,0.41336,0.31341,1.0,1.0,0.35427,0.00301,0.08293,0.785,0.23795,0.36098,0.30418,0.35385,0.00285,0.08262,0.78689,0.23647,0.36239,0.30402,0.30418,0.41738
31,0.21285,0.29042,1.0,1.0,0.19549,0.22523,0.26829,0.35427,0.50904,0.22195,0.29544,0.19715,0.22279,0.26895,0.35385,0.50655,0.22336,0.29571,0.29544,0.20266
32,0.52265,0.49077,1.0,1.0,0.7775,0.41867,0.22195,0.41604,0.50301,0.60147,0.48974,0.78234,0.41595,0.22336,0.41197,0.50598,0.59886,0.48977,0.48974,0.63533
33,0.5651,0.56659,1.0,1.0,0.87719,0.51807,0.3154,0.7775,0.52568,0.38686,0.56619,0.87464,0.51738,0.31396,0.78234,0.5208,0.38803,0.56678,0.56619,0.54596
34,0.50498,0.54833,1.0,1.0,0.44862,0.62651,0.38686,0.32832,0.71687,0.82238,0.55755,0.45356,0.62849,0.38803,0.3339,0.71909,0.82222,0.55493,0.55755,0.57265
35,0.55708,0.53579,1.0,1.0,0.60804,0.37237,0.51095,0.44862,0.68072,0.58881,0.53799,0.61368,0.37607,0.51054,0.45356,0.68376,0.59031,0.53492,0.53799,0.532
36,0.37533,0.47847,1.0,1.0,0.51378,0.34234,0.58881,0.63819,0.65465,0.14634,0.48234,0.51567,0.3453,0.59031,0.64217,0.65128,0.14929,0.48069,0.48234,0.41785
37,0.4964,0.4174,1.0,1.0,0.46482,0.27327,0.36341,0.51378,0.52711,0.35366,0.4188,0.4661,0.27464,0.37379,0.51567,0.52536,0.35726,0.41601,0.4188,0.52327
38,0.46005,0.45917,1.0,1.0,0.56533,0.33234,0.35366,0.5213,0.4955,0.47087,0.45698,0.56581,0.33504,0.35726,0.52308,0.49915,0.46154,0.4565,0.45698,0.44834
39,0.33638,0.39377,1.0,1.0,0.41709,0.22823,0.41849,0.56533,0.40841,0.3017,0.3886,0.41595,0.22564,0.41766,0.56581,0.40912,0.29744,0.38987,0.3886,0.33979
40,0.24113,0.31651,1.0,1.0,0.38539,0.28743,0.3017,0.22613,0.20659,0.46585,0.30912,0.37721,0.28718,0.29744,0.22336,0.20741,0.46211,0.31218,0.30912,0.13789
41,0.44165,0.37401,1.0,1.0,0.88442,0.21493,0.22927,0.38539,0.12575,0.34634,0.36287,0.88718,0.21425,0.22222,0.37721,0.12707,0.34929,0.36435,0.36287,0.45014
42,0.33704,0.35601,1.0,1.0,0.29723,0.41018,0.34634,0.19799,0.49249,0.42092,0.36239,0.30655,0.41311,0.34929,0.19487,0.48604,0.4245,0.36086,0.36239,0.44454
43,0.52077,0.65057,1.0,1.0,0.82663,0.78743,0.49024,0.29723,0.80896,0.73902,0.66059,0.83305,0.78519,0.48547,0.30655,0.81652,0.73675,0.65825,0.66059,0.52773
44,0.54228,0.58955,1.0,1.0,0.45707,0.70746,0.73902,0.35678,0.74251,0.56934,0.59934,0.46211,0.7094,0.73675,0.36296,0.74473,0.58006,0.59537,0.59934,0.52621
45,0.41563,0.44298,1.0,1.0,0.54912,0.20238,0.63504,0.45707,0.36418,0.39659,0.43552,0.55043,0.2,0.63818,0.46211,0.36638,0.39601,0.43406,0.43552,0.39611
46,0.35743,0.42174,1.0,1.0,0.67506,0.33731,0.39659,0.38035,0.41964,0.31068,0.41956,0.67749,0.34017,0.39601,0.37436,0.42108,0.30826,0.41994,0.41956,0.30807
47,0.4719,0.59649,1.0,1.0,0.52513,0.19162,0.67961,0.67506,0.8209,0.65534,0.59221,0.5265,0.18974,0.6849,0.67749,0.82051,0.65413,0.59128,0.59221,0.49288
48,0.37987,0.47897,1.0,1.0,0.29723,0.50149,0.65534,0.72292,0.59403,0.13107,0.48243,0.29801,0.50085,0.65413,0.7151,0.59487,0.13162,0.48368,0.48243,0.33229
49,0.404,0.43208,1.0,1.0,0.42065,0.4806,0.43204,0.29723,0.51642,0.46359,0.43533,0.42051,0.47749,0.43362,0.29801,0.51909,0.46325,0.43509,0.43533,0.45461
50,0.4759,0.55385,1.0,1.0,0.50253,0.64985,0.46359,0.35516,0.44345,0.89563,0.5528,0.50712,0.65641,0.46325,0.35726,0.44217,0.8906,0.5517,0.5528,0.41994
51,0.44083,0.42375,1.0,1.0,0.19697,0.19643,0.26699,0.50253,0.65476,0.71845,0.4226,0.19544,0.19487,0.27066,0.50712,0.65128,0.71624,0.42269,0.4226,0.45261
52,0.73667,0.60333,1.0,1.0,0.65657,0.56973,0.71845,0.67929,0.52976,0.45278,0.60323,0.65983,0.58006,0.71624,0.68433,0.52707,0.45185,0.6011,0.60323,0.78566
53,0.39567,0.35289,1.0,1.0,0.04293,0.00297,0.45255,0.65657,0.47478,0.44552,0.34378,0.03818,0.00342,0.44957,0.65983,0.47009,0.4416,0.34589,0.34378,0.43191
54,0.43218,0.42032,1.0,1.0,0.37468,0.08012,0.44552,0.47089,0.50888,0.59709,0.41282,0.37379,0.07521,0.4416,0.47066,0.51852,0.59715,0.41286,0.41282,0.43808
55,0.19988,0.26018,1.0,1.0,0.20403,0.1875,0.26456,0.37468,0.1365,0.35835,0.25432,0.2057,0.19088,0.26838,0.37379,0.13219,0.35499,0.25427,0.25432,0.18604
56,0.3285,0.24201,1.0,1.0,0.14899,0.45994,0.35835,0.16162,0.21068,0.13801,0.24653,0.14929,0.46154,0.35499,0.16239,0.21026,0.14074,0.24627,0.24653,0.31377
57,0.19861,0.17469,1.0,1.0,0.08608,0.16568,0.24515,0.14899,0.25519,0.15777,0.1755,0.08946,0.16638,0.24046,0.14929,0.25128,0.15613,0.17648,0.1755,0.19649
58,0.31295,0.30823,1.0,1.0,0.32071,0.12426,0.15777,0.51139,0.36499,0.3665,0.30769,0.3208,0.12251,0.15613,0.51111,0.36296,0.37265,0.3076,0.30769,0.31064
59,0.15959,0.16098,1.0,1.0,0.11139,0.12684,0.09201,0.32071,0.10979,0.19903,0.15992,0.11339,0.12536,0.08832,0.3208,0.10883,0.20285,0.15996,0.15992,0.12374
60,0.14116,0.14054,1.0,1.0,0.10633,0.07396,0.19903,0.20253,0.07101,0.16505,0.13799,0.10826,0.07521,0.20285,0.20285,0.07236,0.16638,0.13632,0.13799,0.14387
61,0.19486,0.24191,1.0,1.0,0.03291,0.27139,0.33172,0.10633,0.3432,0.37136,0.24416,0.03533,0.26667,0.33276,0.10826,0.35328,0.36866,0.24282,0.24416,0.18604
62,0.22068,0.2302,1.0,1.0,0.19241,0.18639,0.37136,0.24619,0.09735,0.25604,0.2246,0.19031,0.18177,0.36866,0.2547,0.09345,0.25869,0.22496,0.2246,0.16144
63,0.14426,0.15492,1.0,1.0,0.23858,0.10324,0.10896,0.19241,0.16224,0.12136,0.15489,0.24217,0.1037,0.10826,0.19031,0.16353,0.12137,0.15446,0.15489,0.10513
64,0.12886,0.19396,1.0,1.0,0.22785,0.21534,0.12136,0.06076,0.20772,0.33495,0.19506,0.22564,0.21425,0.12137,0.06553,0.20285,0.34074,0.19466,0.19506,0.08538
65,0.21018,0.22693,1.0,1.0,0.23096,0.13274,0.25845,0.22785,0.26254,0.23971,0.22574,0.23476,0.12821,0.26382,0.22564,0.26154,0.24046,0.22538,0.22574,0.21016
66,0.23596,0.21425,1.0,1.0,0.04557,0.17699,0.23971,0.21827,0.29499,0.31401,0.21311,0.04558,0.17607,0.24046,0.22165,0.28091,0.31396,0.21492,0.21311,0.22184
67,0.30224,0.29545,1.0,1.0,0.16244,0.49558,0.46247,0.04557,0.42183,0.22705,0.30171,0.16011,0.49801,0.46895,0.04558,0.41425,0.22336,0.30249,0.30171,0.35394
68,0.3311,0.2488,1.0,1.0,0.17259,0.25588,0.22705,0.17259,0.28024,0.38499,0.249,0.16695,0.25926,0.22336,0.17151,0.28433,0.3886,0.24889,0.249,0.43419
69,0.25893,0.2934,1.0,1.0,0.43147,0.18235,0.38499,0.17259,0.28909,0.28261,0.28708,0.43362,0.17664,0.37835,0.16695,0.28889,0.27806,0.29052,0.28708,0.27113
70,0.21547,0.21198,1.0,1.0,0.22335,0.12389,0.28261,0.29188,0.1,0.22169,0.20646,0.22621,0.12593,0.27806,0.29516,0.09402,0.21937,0.20724,0.20646,0.25347
71,0.15677,0.15865,1.0,1.0,0.08142,0.08798,0.10628,0.22335,0.21176,0.23671,0.16011,0.07692,0.08832,0.11282,0.22621,0.21766,0.23875,0.15792,0.16011,0.19297
72,0.1855,0.23568,1.0,1.0,0.20611,0.06765,0.23671,0.15267,0.40469,0.3414,0.23523,0.20171,0.06553,0.23875,0.14872,0.40912,0.34758,0.23487,0.23523,0.18405
73,0.29046,0.33945,1.0,1.0,0.33756,0.1173,0.41787,0.20611,0.43695,0.49879,0.33324,0.33447,0.11567,0.41652,0.20171,0.43419,0.49687,0.33576,0.33324,0.25859
74,0.33762,0.3243,1.0,1.0,0.36802,0.52353,0.49879,0.19338,0.28739,0.09927,0.32745,0.36353,0.52251,0.49687,0.19487,0.2906,0.0963,0.3284,0.32745,0.42764
75,0.31135,0.35677,1.0,1.0,0.24619,0.19648,0.82169,0.36802,0.29118,0.16908,0.34919,0.24615,0.19943,0.82108,0.36353,0.29117,0.17379,0.34877,0.34919,0.31007
76,0.20838,0.22795,1.0,1.0,0.47583,0.22059,0.16908,0.15013,0.12023,0.21687,0.22545,0.47692,0.22051,0.17379,0.15271,0.11852,0.21026,0.22545,0.22545,0.17208
77,0.23561,0.29738,1.0,1.0,0.3028,0.35484,0.11111,0.47583,0.22581,0.31643,0.30057,0.30256,0.36125,0.11225,0.47692,0.23476,0.31567,0.2978,0.30057,0.1962
78,0.37649,0.29956,1.0,1.0,0.25,0.5,0.31643,0.18321,0.32551,0.25121,0.30408,0.24957,0.50028,0.31567,0.18063,0.32251,0.25584,0.30439,0.30408,0.43485
79,0.38008,0.37031,1.0,1.0,0.46429,0.38304,0.27536,0.25,0.45906,0.4058,0.37066,0.45869,0.37892,0.27578,0.24957,0.4547,0.40627,0.37293,0.37066,0.38053
80,0.43583,0.54125,1.0,1.0,0.58418,0.17493,0.4058,0.82143,0.72222,0.5253,0.53685,0.5812,0.17721,0.40627,0.81652,0.71738,0.52251,0.53898,0.53685,0.50123
81,0.25329,0.22314,1.0,1.0,0.04604,0.09621,0.31884,0.58418,0.04094,0.21256,0.21453,0.04444,0.0906,0.3151,0.5812,0.04046,0.21538,0.21646,0.21453,0.18689
82,0.397,0.38455,1.0,1.0,0.53316,0.31778,0.21256,0.5243,0.46939,0.26506,0.38462,0.52536,0.32137,0.21538,0.51909,0.46781,0.25869,0.38704,0.38462,0.42517
83,0.24623,0.28253,1.0,1.0,0.18112,0.41813,0.1087,0.53316,0.26608,0.21498,0.28538,0.17949,0.41709,0.11282,0.52536,0.2661,0.2114,0.28703,0.28538,0.22203
84,0.26436,0.21073,1.0,1.0,0.27877,0.25948,0.21498,0.12245,0.11079,0.26747,0.20598,0.27521,0.25413,0.2114,0.12023,0.11168,0.26325,0.20899,0.20598,0.30589
85,0.43708,0.36927,1.0,1.0,0.58673,0.25439,0.18313,0.27877,0.6035,0.33976,0.37236,0.58462,0.25641,0.18519,0.27521,0.59886,0.3339,0.37438,0.37236,0.57037
86,0.40874,0.43019,1.0,1.0,0.71867,0.4723,0.33976,0.44388,0.25731,0.34458,0.42707,0.71966,0.47293,0.3339,0.4359,0.25527,0.34473,0.42942,0.42707,0.47075
87,0.63269,0.48649,1.0,1.0,0.55754,0.55362,0.29469,0.71867,0.48547,0.33976,0.49335,0.55556,0.55897,0.29801,0.71966,0.49288,0.33504,0.49162,0.49335,0.66401
88,0.40059,0.43169,1.0,1.0,0.55102,0.49854,0.33976,0.38363,0.56268,0.29469,0.43932,0.55556,0.49345,0.33504,0.39145,0.56695,0.29345,0.43839,0.43932,0.39563
89,0.2648,0.44915,1.0,1.0,0.19437,0.64535,0.39372,0.55102,0.4269,0.50602,0.45366,0.19088,0.64957,0.39259,0.55556,0.42849,0.50484,0.4529,0.45366,0.15518
90,0.2636,0.32389,1.0,1.0,0.24359,0.3343,0.50602,0.10459,0.43732,0.32212,0.32479,0.24729,0.33504,0.50484,0.10085,0.43761,0.32308,0.32466,0.32479,0.25859
91,0.19591,0.28796,1.0,1.0,0.35897,0.22384,0.35266,0.24359,0.2087,0.31566,0.28405,0.35897,0.22279,0.34986,0.24729,0.20912,0.31624,0.2839,0.28405,0.17379
92,0.25584,0.21622,1.0,1.0,0.19693,0.03768,0.31566,0.13368,0.4029,0.20723,0.21443,0.19772,0.03818,0.31624,0.13333,0.39715,0.20399,0.21568,0.21443,0.27398
93,0.38378,0.40951,1.0,1.0,0.73846,0.15072,0.06265,0.19693,0.33819,0.91827,0.40085,0.74017,0.14929,0.0604,0.19772,0.33789,0.91966,0.40087,0.40085,0.38139
94,0.51777,0.52659,1.0,1.0,0.24552,0.55233,0.91827,0.48082,0.49419,0.45192,0.52431,0.2433,0.54758,0.91966,0.47806,0.50598,0.45128,0.52384,0.52431,0.63096
95,0.58725,0.52375,1.0,1.0,0.48462,0.54624,0.34615,0.24552,0.84884,0.71084,0.52934,0.49174,0.54359,0.34416,0.2433,0.84615,0.70712,0.53037,0.52934,0.55793
96,0.65023,0.65693,1.0,1.0,0.51538,0.44186,0.71084,0.97949,0.8,0.49519,0.65527,0.51567,0.43989,0.70712,0.98006,0.80114,0.48775,0.65713,0.65527,0.57968
97,0.53371,0.55623,1.0,1.0,0.23907,0.95362,0.72048,0.51538,0.41739,0.51923,0.56011,0.2302,0.9567,0.72023,0.51567,0.41709,0.5208,0.56086,0.56011,0.52887
98,0.35682,0.45664,1.0,1.0,0.24872,0.40751,0.51923,0.48205,0.62899,0.46988,0.45708,0.2433,0.4057,0.5208,0.47464,0.63077,0.46724,0.4594,0.45708,0.38044
99,0.50872,0.54965,1.0,1.0,0.39231,0.69942,0.30843,0.24872,0.70435,0.97115,0.5528,0.39544,0.69402,0.31111,0.2433,0.7037,0.96923,0.55406,0.5528,0.5245
100,0.71413,0.82266,1.0,1.0,0.73077,0.70435,0.97115,0.97943,1.0,0.5649,0.82412,0.73447,0.70256,0.96923,0.97721,1.0,0.56125,0.8251,0.82412,0.58917
101,0.54776,0.53876,1.0,1.0,0.46015,0.60983,0.54567,0.73077,0.31884,0.54808,0.53561,0.4661,0.60285,0.54188,0.73447,0.31909,0.54929,0.53556,0.53561,0.50883
102,0.40443,0.34364,1.0,1.0,0.47044,0.60405,0.54808,0.07712,0.23699,0.14423,0.34805,0.47123,0.60513,0.54929,0.07464,0.2359,0.15214,0.34682,0.34805,0.52165
103,0.37345,0.2537,1.0,1.0,0.09536,0.08333,0.27163,0.47044,0.43642,0.17266,0.25774,0.09858,0.08661,0.27066,0.47123,0.44444,0.17493,0.25497,0.25774,0.33162
104,0.39546,0.36847,1.0,1.0,0.6581,0.42651,0.17266,0.26992,0.32659,0.375,0.3699,0.65413,0.42963,0.17493,0.26496,0.32308,0.37265,0.37146,0.3699,0.42754
105,0.68883,0.70122,1.0,1.0,0.85309,0.37644,0.86779,0.6581,0.49711,0.87711,0.68784,0.85014,0.38234,0.86382,0.65413,0.4963,0.88034,0.68827,0.68784,0.65318
106,0.56467,0.60985,1.0,1.0,0.31443,0.91066,0.87711,0.57216,0.33141,0.63855,0.60608,0.30883,0.9151,0.88034,0.57151,0.32991,0.63077,0.60739,0.60608,0.51909
107,0.63143,0.66551,1.0,1.0,0.73969,0.86455,0.65625,0.31443,0.70893,0.73077,0.666,0.73675,0.86781,0.64843,0.30883,0.70826,0.72593,0.6691,0.666,0.56505
108,0.5325,0.5394,1.0,1.0,0.08997,0.7464,0.73077,0.71649,0.53448,0.43269,0.53979,0.08832,0.74587,0.72593,0.72194,0.53219,0.4245,0.5418,0.53979,0.50608
109,0.47106,0.39164,1.0,1.0,0.40052,0.58621,0.53717,0.08997,0.2853,0.44471,0.39145,0.39772,0.58234,0.5396,0.08832,0.29174,0.449,0.39065,0.39145,0.47569
110,0.51339,0.54573,1.0,1.0,0.53866,0.69828,0.44471,0.54381,0.51297,0.55181,0.54986,0.54188,0.70085,0.449,0.54416,0.51225,0.551,0.54837,0.54986,0.47265
111,0.395,0.33188,1.0,1.0,0.31186,0.16379,0.48201,0.53866,0.23851,0.22542,0.32583,0.31453,0.16638,0.47407,0.54188,0.24103,0.21709,0.32671,0.32583,0.44644
112,0.40568,0.2946,1.0,1.0,0.39691,0.29395,0.22542,0.36788,0.39828,0.11271,0.29639,0.3943,0.29345,0.21709,0.36866,0.39088,0.11396,0.29919,0.29639,0.46467
113,0.37311,0.41514,1.0,1.0,0.70619,0.33333,0.15625,0.39691,0.2069,0.66029,0.40931,0.70028,0.33048,0.15556,0.3943,0.20969,0.66553,0.40998,0.40931,0.30712
114,0.51275,0.58747,1.0,1.0,0.96899,0.63218,0.66029,0.35142,0.18966,0.67308,0.57873,0.96467,0.63134,0.66553,0.34929,0.18746,0.67407,0.57927,0.57873,0.46657
115,0.75626,0.74358,1.0,1.0,0.65803,0.72779,0.66427,0.96899,0.80802,0.65144,0.74625,0.65014,0.73504,0.66268,0.96467,0.80912,0.65584,0.74643,0.74625,0.82194
116,0.92614,0.90278,1.0,1.0,0.77419,0.84,0.98771,0.94554,0.85185,0.99509,0.89886,0.77322,0.83761,0.98803,0.9453,0.85299,0.99601,0.89907,0.89886,0.92498
117,0.84108,0.87229,1.0,1.0,0.79404,0.66462,0.99509,1.0,0.92308,0.82801,0.86439,0.79202,0.66154,0.99601,1.0,0.92194,0.81481,0.86747,0.86439,0.87892
118,0.90192,0.86207,1.0,1.0,0.90323,0.80923,0.68719,0.79404,0.99385,1.0,0.8642,0.89972,0.80969,0.69003,0.79202,0.99373,1.0,0.86459,0.8642,0.91586
119,0.92103,0.88894,1.0,1.0,0.50995,0.98462,1.0,1.0,0.99692,0.88177,0.89611,0.50883,0.98519,1.0,1.0,0.99715,0.88547,0.89554,0.89611,0.9169
120,0.74121,0.65915,1.0,1.0,0.96278,0.31385,0.87438,0.50995,0.67692,0.55528,0.64834,0.9641,0.31567,0.87009,0.50883,0.67521,0.55613,0.64886,0.64834,0.81425
121,0.89861,0.88295,1.0,1.0,0.99254,0.8681,0.55528,0.92804,0.98462,0.98771,0.88661,0.9943,0.87066,0.55613,0.9265,0.98405,0.98803,0.88605,0.88661,0.85812
122,0.97575,0.96908,1.0,1.0,0.97015,0.87117,0.9656,0.99254,1.0,1.0,0.96819,0.97436,0.87236,0.96809,0.9943,1.0,1.0,0.96658,0.96819,0.98186
123,0.97251,0.96776,1.0,1.0,0.81796,1.0,1.0,1.0,1.0,1.0,0.96942,0.81652,1.0,1.0,1.0,1.0,1.0,0.96966,0.96942,0.96344
124,0.98276,0.95675,1.0,1.0,1.0,0.94785,1.0,0.81796,0.97554,1.0,0.95651,1.0,0.94701,1.0,0.81652,0.9755,1.0,0.95689,0.95651,0.99012
125,0.99733,0.9947,1.0,1.0,1.0,0.9633,1.0,1.0,1.0,1.0,0.99383,1.0,0.96296,1.0,1.0,1.0,1.0,0.99388,0.99383,0.99478
126,0.96542,0.98632,1.0,1.0,0.98507,0.97859,1.0,1.0,1.0,0.95577,0.98737,0.98803,0.97778,1.0,1.0,1.0,0.9584,0.98657,0.98737,0.94359
127,0.96117,0.98675,1.0,1.0,0.99002,0.99083,0.95577,1.0,0.98471,1.0,0.98708,0.98917,0.99031,0.9584,1.0,0.98462,1.0,0.98689,0.98708,0.94976
128,0.99681,0.98411,1.0,1.0,1.0,0.90214,1.0,0.99002,1.0,1.0,0.98234,1.0,0.90484,1.0,0.98917,1.0,1.0,0.98203,0.98234,1.0
129,0.86798,0.94177,1.0,1.0,1.0,1.0,1.0,1.0,0.59756,1.0,0.93276,1.0,1.0,1.0,1.0,0.59658,1.0,0.93293,0.93276,0.83039
130,0.95818,0.98236,1.0,1.0,1.0,1.0,0.98529,1.0,0.92355,0.97794,0.98091,1.0,1.0,0.98348,1.0,0.92479,0.97721,0.98113,0.98091,0.96287
131,0.82668,0.81738,1.0,1.0,0.78055,1.0,0.97794,0.82294,0.70427,0.6348,0.82194,0.77664,1.0,0.97721,0.83077,0.70256,0.64444,0.82008,0.82194,0.83447
132,0.80528,0.71322,1.0,1.0,0.62594,0.72036,0.71324,0.78055,0.63222,0.79167,0.7094,0.63134,0.72194,0.71453,0.77664,0.62678,0.78519,0.71066,0.7094,0.9132
133,0.84949,0.69885,1.0,1.0,0.925,0.80243,0.79167,0.8725,0.67988,0.14181,0.70209,0.92707,0.80285,0.78519,0.87009,0.68547,0.14188,0.70221,0.70209,0.89658
134,0.87032,0.73677,1.0,1.0,0.9825,0.66869,0.91687,0.925,0.41033,0.44963,0.72479,0.98006,0.66496,0.91681,0.92707,0.40969,0.45014,0.7255,0.72479,0.96068
135,0.72047,0.71737,1.0,1.0,0.96758,0.97264,0.44963,0.8125,0.40729,0.68873,0.71728,0.97037,0.97208,0.45014,0.81425,0.4114,0.68547,0.7164,0.71728,0.76068
136,0.68058,0.70251,1.0,1.0,0.51122,0.40729,0.82843,0.96758,0.92401,0.56373,0.70142,0.51225,0.40285,0.83362,0.97037,0.92764,0.56182,0.70038,0.70142,0.70437
137,0.32007,0.4793,1.0,1.0,0.265,0.29091,0.56373,0.7275,0.53495,0.47188,0.47436,0.26325,0.28775,0.56182,0.72991,0.5339,0.46952,0.47566,0.47436,0.27702
138,0.46598,0.48327,1.0,1.0,0.42893,0.55152,0.54768,0.265,0.6,0.53922,0.48851,0.42165,0.55556,0.55157,0.26325,0.60342,0.53561,0.48872,0.48851,0.44036
139,0.54967,0.46276,1.0,1.0,0.6175,0.4303,0.53922,0.47368,0.37576,0.3154,0.45764,0.61937,0.43077,0.53561,0.47179,0.3755,0.31282,0.45864,0.45764,0.57787
140,0.51791,0.39921,1.0,1.0,0.33416,0.29091,0.55257,0.6175,0.54711,0.06357,0.40209,0.33447,0.29288,0.5567,0.61937,0.54416,0.06496,0.40097,0.40209,0.71947
