ID_UNICO,area,w_px,valid_frac_interior,valid_frac_perimeter,w_px_seg0,w_px_seg1,w_px_seg2,w_px_seg3,w_px_seg4,w_px_seg5,w_len,w_len_seg0,w_len_seg1,w_len_seg2,w_len_seg3,w_len_seg4,w_len_seg5,w_px_segmean,w_len_segmean,w_ring
5438,0.70571,0.72361,1.0,1.0,0.92929,0.68553,0.59852,0.30653,0.84858,0.99017,0.72526,0.92991,0.68433,0.59886,0.30313,0.84615,0.98917,0.72644,0.72526,0.73827
5439,0.55308,0.7966,1.0,1.0,0.75315,0.71787,0.99017,0.97236,1.0,0.37685,0.80161,0.75556,0.71567,0.98917,0.97208,1.0,0.37721,0.80173,0.80161,0.41273
5440,0.8668,0.65728,1.0,1.0,0.08816,0.44201,1.0,0.75315,0.86164,0.78325,0.65537,0.0906,0.4416,1.0,0.75556,0.86211,0.78234,0.6547,0.65537,0.96353
5441,0.87577,0.93298,1.0,1.0,0.95214,0.86207,0.78325,1.0,1.0,1.0,0.93267,0.951,0.86268,0.78234,1.0,1.0,1.0,0.93291,0.93267,0.77426
5442,0.98592,0.97454,1.0,1.0,0.92191,0.97806,1.0,0.95214,1.0,1.0,0.97493,0.92137,0.97721,1.0,0.951,1.0,1.0,0.97535,0.97493,0.99212
5443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5444,0.97657,0.99062,1.0,1.0,1.0,1.0,0.97297,1.0,1.0,0.97537,0.99117,1.0,1.0,0.97151,1.0,1.0,0.9755,0.99139,0.99117,0.97635
5445,0.90943,0.958,1.0,1.0,1.0,0.90282,0.97537,1.0,0.86792,0.97297,0.95261,1.0,0.89972,0.9755,1.0,0.8661,0.97436,0.95318,0.95261,0.83267
5446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5447,0.99752,0.99643,1.0,1.0,1.0,1.0,1.0,1.0,0.97492,1.0,0.99563,1.0,1.0,1.0,1.0,0.97379,1.0,0.99582,0.99563,0.99886
5448,0.80579,0.64152,1.0,1.0,0.42172,1.0,1.0,1.0,0.47188,0.0,0.64881,0.42051,1.0,1.0,1.0,0.47236,0.0,0.64893,0.64881,0.82498
5449,0.38602,0.30893,1.0,1.0,0.34848,0.525,0.0,0.26263,0.53438,0.27518,0.32517,0.34815,0.52308,0.0,0.26724,0.53732,0.27521,0.32428,0.32517,0.39022
5450,0.32451,0.44305,1.0,1.0,0.07614,1.0,1.0,0.34848,0.29063,0.01474,0.45499,0.07806,1.0,1.0,0.34815,0.28832,0.01538,0.455,0.45499,0.20494
5451,0.29634,0.34701,1.0,1.0,0.58228,0.0,0.01474,0.43325,0.84062,0.25307,0.35356,0.57949,0.0,0.01538,0.43362,0.83932,0.25356,0.35399,0.35356,0.21738
5452,0.49382,0.40856,1.0,1.0,0.19192,0.31562,0.58824,0.58228,0.38318,0.36275,0.40323,0.19316,0.31339,0.5886,0.57949,0.38348,0.36125,0.404,0.40323,0.48651
5453,0.48465,0.47814,1.0,1.0,0.49873,0.72274,0.36275,1.0,0.19003,0.10294,0.47863,0.49801,0.72251,0.36125,1.0,0.18519,0.10484,0.47953,0.47863,0.50247
5454,0.60252,0.68672,1.0,1.0,0.6557,0.8567,1.0,0.49873,0.76087,0.39216,0.69449,0.65983,0.85755,1.0,0.49801,0.75954,0.39202,0.69403,0.69449,0.51747
5455,0.13073,0.19135,1.0,1.0,0.12879,0.22118,0.39216,0.25381,0.08723,0.05392,0.18965,0.12934,0.22051,0.39202,0.25584,0.08547,0.0547,0.18951,0.18965,0.17911
5456,0.19002,0.17692,1.0,1.0,0.0557,0.08385,0.41422,0.12879,0.13707,0.21078,0.17246,0.05527,0.08376,0.41994,0.12934,0.13447,0.21197,0.17173,0.17246,0.24748
5457,0.52552,0.5136,1.0,1.0,0.70455,0.7352,0.21078,0.08586,0.96885,0.51225,0.53694,0.70598,0.73732,0.21197,0.08091,0.97037,0.5151,0.53625,0.53694,0.49706
5458,0.56619,0.51736,1.0,1.0,0.50633,0.57895,0.94363,0.70455,0.23602,0.09559,0.51054,0.50541,0.57493,0.94473,0.70598,0.23647,0.09573,0.51084,0.51054,0.54568
5459,0.6397,0.47371,1.0,1.0,0.66835,0.3882,0.09559,0.58481,0.85093,0.32598,0.48566,0.65983,0.38917,0.09573,0.58234,0.85527,0.33162,0.48564,0.48566,0.65935
5460,0.92417,0.91537,1.0,1.0,0.99494,0.90062,1.0,0.66835,0.91925,1.0,0.91377,0.99601,0.90427,1.0,0.65983,0.92251,1.0,0.91386,0.91377,0.90608
5461,0.89328,0.9626,1.0,1.0,0.85533,0.96904,1.0,1.0,1.0,0.95355,0.96391,0.85641,0.97208,1.0,1.0,1.0,0.95499,0.96299,0.96391,0.87939
5462,0.9681,0.9238,1.0,1.0,1.0,1.0,0.9291,0.85533,0.74845,0.98529,0.92004,1.0,1.0,0.93276,0.85641,0.74815,0.98291,0.91969,0.92004,0.97844
5463,0.9837,0.99466,1.0,1.0,1.0,1.0,0.98529,1.0,1.0,0.98533,0.9943,1.0,1.0,0.98291,1.0,1.0,0.98291,0.9951,0.9943,0.98319
5464,0.98085,0.96793,1.0,1.0,0.99239,0.79012,1.0,1.0,1.0,0.99756,0.96277,0.99373,0.78689,1.0,1.0,1.0,0.99601,0.96334,0.96277,0.98604
5465,0.98301,0.98842,1.0,1.0,1.0,0.97523,0.99756,0.96203,1.0,0.9951,0.98708,1.0,0.97379,0.99601,0.96125,1.0,0.99145,0.98832,0.98708,0.98936
5466,0.98414,0.90525,1.0,1.0,0.52538,1.0,1.0,1.0,1.0,0.93643,0.91064,0.52593,1.0,1.0,1.0,1.0,0.93789,0.9103,0.91064,0.97417
5467,0.83562,0.9163,1.0,1.0,1.0,0.66873,0.93643,0.98985,0.84211,1.0,0.9056,1.0,0.66496,0.93789,0.9886,0.84217,1.0,0.90619,0.9056,0.71576
5468,0.98249,0.99599,1.0,1.0,1.0,0.98765,1.0,1.0,0.98457,1.0,0.99497,1.0,0.98689,1.0,1.0,0.98291,1.0,0.99537,0.99497,0.96505
5469,0.9997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99782
5470,0.99838,0.99689,1.0,1.0,0.99746,0.99077,1.0,1.0,0.98769,1.0,0.99611,0.99943,0.99031,1.0,1.0,0.98689,1.0,0.99599,0.99611,0.99535
5471,0.9826,0.97955,1.0,1.0,0.92621,0.99385,1.0,1.0,1.0,0.95854,0.9811,0.93048,0.9943,1.0,1.0,1.0,0.96182,0.97977,0.9811,0.98689
5472,0.70915,0.60587,1.0,1.0,0.31298,0.42769,1.0,0.92621,0.79012,0.17604,0.60874,0.31852,0.43362,1.0,0.93048,0.79145,0.17835,0.60551,0.60874,0.78196
5473,0.73349,0.47666,1.0,1.0,0.51015,0.68615,0.17604,0.36294,0.67077,0.53056,0.48927,0.50598,0.68775,0.17835,0.35954,0.67179,0.53219,0.48944,0.48927,0.90418
5474,0.50321,0.57911,1.0,1.0,0.54061,0.85185,0.60488,0.51015,0.34259,0.63171,0.57721,0.5396,0.84786,0.60513,0.50598,0.33789,0.62678,0.5803,0.57721,0.4982
5475,0.4867,0.64117,1.0,1.0,0.70408,0.41411,0.63171,0.56345,0.53704,0.93171,0.62745,0.70655,0.40969,0.62678,0.55954,0.53105,0.93105,0.63035,0.62745,0.53466
5476,0.54151,0.45552,1.0,1.0,0.65561,0.30675,0.23961,0.70408,0.41538,0.39024,0.45442,0.65641,0.31453,0.24217,0.70655,0.41481,0.39202,0.45195,0.45442,0.5584
5477,0.56703,0.61422,1.0,1.0,0.73214,0.7156,0.39024,0.38677,0.82462,0.69438,0.62165,0.72593,0.71396,0.39202,0.38234,0.82279,0.69288,0.62396,0.62165,0.63989
5478,0.64195,0.64756,1.0,1.0,0.74235,0.49693,0.67073,0.73214,0.84049,0.41463,0.65014,0.74074,0.49858,0.67977,0.72593,0.84103,0.41481,0.64955,0.65014,0.64492
5479,0.6638,0.69227,1.0,1.0,0.70663,0.88379,0.41463,0.70918,0.68502,0.79024,0.69839,0.70028,0.88661,0.41481,0.71624,0.68376,0.7886,0.69825,0.69839,0.70769
5480,0.46288,0.41289,1.0,1.0,0.27296,0.14373,0.29829,0.70663,0.65951,0.40488,0.41007,0.26895,0.13675,0.29915,0.70028,0.65413,0.40114,0.41433,0.41007,0.4604
5481,0.41691,0.46803,1.0,1.0,0.69898,0.5092,0.40488,0.3028,0.42945,0.46959,0.4679,0.69744,0.51795,0.40114,0.29801,0.4245,0.46838,0.46915,0.4679,0.43827
5482,0.69375,0.65393,1.0,1.0,0.80102,0.44648,0.72683,0.69898,0.86544,0.39756,0.65309,0.79658,0.43704,0.72934,0.69744,0.86553,0.39259,0.65605,0.65309,0.67274
5483,0.58531,0.56686,1.0,1.0,0.47704,0.64832,0.39756,0.72449,0.48624,0.67561,0.56752,0.47123,0.64672,0.39259,0.72365,0.48433,0.68661,0.56821,0.56752,0.63656
5484,0.54114,0.46318,1.0,1.0,0.57653,0.4939,0.69512,0.47704,0.52599,0.03406,0.46173,0.57037,0.48148,0.68661,0.47123,0.5265,0.03419,0.46711,0.46173,0.54378
5485,0.36485,0.32697,1.0,1.0,0.51786,0.60245,0.03406,0.02302,0.31402,0.52078,0.33694,0.5151,0.60969,0.03419,0.02279,0.3208,0.51909,0.33537,0.33694,0.33561
5486,0.54448,0.44454,1.0,1.0,0.53827,0.44954,0.46229,0.51786,0.37309,0.3236,0.44378,0.53561,0.45014,0.45983,0.5151,0.37835,0.32365,0.44411,0.44378,0.6075
5487,0.5443,0.54307,1.0,1.0,0.93112,0.56707,0.3236,0.21429,0.37003,0.82683,0.53761,0.93048,0.56353,0.32365,0.21595,0.37208,0.81994,0.53882,0.53761,0.54321
5488,0.81608,0.85809,1.0,1.0,0.96675,0.78419,0.64234,0.93112,0.85976,0.96107,0.8567,0.97094,0.77949,0.63875,0.93048,0.8547,0.96581,0.85754,0.8567,0.74255
5489,0.8946,0.87533,1.0,1.0,0.94388,0.89939,0.96107,0.57801,0.91463,0.9561,0.87797,0.94644,0.89858,0.96581,0.58006,0.91795,0.95897,0.87551,0.87797,0.92051
5490,0.79738,0.83644,1.0,1.0,0.88265,0.9939,0.81752,0.94388,0.58841,0.78102,0.83542,0.88319,0.99715,0.81652,0.94644,0.59202,0.77721,0.83456,0.83542,0.79221
5491,0.7487,0.70053,1.0,1.0,0.55499,0.64939,0.78102,0.69309,0.92073,0.63017,0.7037,0.55157,0.64615,0.77721,0.69516,0.92137,0.63077,0.7049,0.7037,0.87028
5492,0.8352,0.79326,1.0,1.0,0.80769,0.81459,0.76399,0.55499,0.81402,1.0,0.79392,0.8114,0.82165,0.76695,0.55157,0.81197,1.0,0.79255,0.79392,0.87284
5493,0.93936,0.96764,1.0,1.0,0.95652,0.88754,1.0,1.0,0.95441,0.99027,0.9642,0.95556,0.88547,1.0,1.0,0.95385,0.99031,0.96479,0.9642,0.94036
5494,0.95141,0.93833,1.0,1.0,1.0,0.99392,1.0,0.95652,0.63526,1.0,0.93067,1.0,0.99316,1.0,0.95556,0.63533,1.0,0.93095,0.93067,0.93257
5495,0.99993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5496,0.99975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5497,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5498,0.99502,0.99911,1.0,1.0,1.0,1.0,1.0,1.0,0.99394,1.0,0.99886,1.0,1.0,1.0,1.0,0.99316,1.0,0.99899,0.99886,0.9963
5499,0.97674,0.99911,1.0,1.0,1.0,1.0,1.0,0.99487,1.0,1.0,0.99905,1.0,1.0,1.0,0.9943,1.0,1.0,0.99915,0.99905,0.97369
5500,0.99971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99877
5501,0.97928,0.99956,1.0,1.0,0.99744,1.0,1.0,1.0,1.0,1.0,0.99934,0.99601,1.0,1.0,1.0,1.0,1.0,0.99957,0.99934,0.9812
5502,0.97749,0.89406,1.0,1.0,1.0,0.96073,1.0,0.99744,0.93656,0.50122,0.89953,1.0,0.96011,1.0,0.99601,0.94074,0.50028,0.89932,0.89953,1.0
5503,0.78136,0.66416,1.0,1.0,0.88462,0.82477,0.50122,0.93059,0.65257,0.24515,0.67417,0.88889,0.82393,0.50028,0.92991,0.65356,0.24843,0.67315,0.67417,0.83742
5504,0.76141,0.73118,1.0,1.0,0.39589,1.0,0.77372,0.88462,0.99396,0.43204,0.74663,0.39373,1.0,0.77436,0.88889,0.99316,0.42963,0.7467,0.74663,0.73723
5505,0.4176,0.46368,1.0,1.0,0.58612,0.41265,0.43204,1.0,0.04532,0.25061,0.45413,0.58575,0.41481,0.42963,1.0,0.0433,0.25128,0.45446,0.45413,0.46296
5506,0.67646,0.47298,1.0,1.0,0.26221,0.03012,0.3163,0.58612,0.81269,0.8034,0.468,0.2604,0.02963,0.31738,0.58575,0.81254,0.80228,0.46847,0.468,0.76391
5507,0.7208,0.59282,1.0,1.0,0.31105,0.37462,0.8034,0.60925,1.0,0.47816,0.59601,0.31054,0.37379,0.80228,0.6114,1.0,0.47806,0.59608,0.59601,0.78604
5508,0.47159,0.39619,1.0,1.0,0.69409,0.53614,0.16262,0.31105,0.05723,0.58252,0.39145,0.69687,0.53447,0.16353,0.31054,0.05926,0.58405,0.39061,0.39145,0.35717
5509,0.36661,0.45044,1.0,1.0,0.67866,0.21988,0.58252,0.15424,0.6747,0.38592,0.44967,0.67863,0.21823,0.58405,0.15613,0.6735,0.38746,0.44932,0.44967,0.36733
5510,0.86371,0.74801,1.0,1.0,0.59021,0.92169,1.0,0.67866,0.43373,0.82524,0.74112,0.59088,0.91795,1.0,0.67863,0.4302,0.82906,0.74159,0.74112,0.91795
5511,0.66804,0.77414,1.0,1.0,0.73196,0.84384,0.82524,0.87113,0.73795,0.6472,0.77407,0.72479,0.84103,0.82906,0.86553,0.74131,0.64274,0.77622,0.77407,0.65489
5512,0.79185,0.78919,1.0,1.0,0.75258,0.82883,0.6618,0.73196,0.96386,0.83495,0.79269,0.74815,0.82564,0.66154,0.72479,0.96068,0.83533,0.79566,0.79269,0.74663
5513,0.76427,0.67566,1.0,1.0,0.71392,0.73193,0.83495,0.88946,0.71772,0.19903,0.67949,0.71396,0.72536,0.83533,0.88148,0.72251,0.19829,0.68117,0.67949,0.78632
5514,0.79716,0.70487,1.0,1.0,0.96392,0.87688,0.78883,0.71392,0.40541,0.47087,0.70503,0.96353,0.87692,0.78632,0.71396,0.41311,0.47635,0.7033,0.70503,0.81311
5515,0.77524,0.71846,1.0,1.0,0.98966,0.90719,0.47087,0.46649,0.93994,0.6165,0.73039,0.9886,0.90826,0.47635,0.45926,0.93789,0.61197,0.73178,0.73039,0.85233
5516,0.63151,0.75841,1.0,1.0,0.88175,0.94595,0.78883,0.98966,0.57357,0.39078,0.76239,0.88319,0.94758,0.78746,0.9886,0.57607,0.39145,0.76176,0.76239,0.58367
5517,0.84586,0.74027,1.0,1.0,0.67183,0.62162,0.39078,0.83548,1.0,0.94673,0.74292,0.66895,0.62051,0.39145,0.83476,1.0,0.94188,0.74441,0.74292,0.84122
5518,0.81313,0.73342,1.0,1.0,0.68557,0.7006,0.82767,0.67183,0.99102,0.5569,0.73799,0.67749,0.70142,0.82849,0.66895,0.99316,0.5584,0.73893,0.73799,0.88196
5519,0.75179,0.70531,1.0,1.0,0.51804,0.59159,0.5569,0.91495,0.93093,0.7385,0.70807,0.5208,0.58632,0.5584,0.91111,0.92991,0.74188,0.70849,0.70807,0.73751
5520,0.95738,0.85809,1.0,1.0,1.0,0.97297,0.82567,0.51804,0.93114,0.92233,0.86524,1.0,0.97664,0.83533,0.5208,0.9396,0.91909,0.86169,0.86524,0.96648
5521,0.7556,0.88219,1.0,1.0,1.0,1.0,0.95297,0.39401,1.0,1.0,0.89069,1.0,1.0,0.95157,0.39259,1.0,1.0,0.89116,0.89069,0.66762
5522,0.84564,0.61296,1.0,1.0,0.53616,0.73548,1.0,0.99,0.29582,0.0794,0.60475,0.53504,0.73162,1.0,0.99202,0.28889,0.08091,0.60614,0.60475,0.9264
5523,0.41927,0.58311,1.0,1.0,0.55224,0.81672,0.49876,0.53616,0.65273,0.51238,0.59497,0.55385,0.81368,0.49972,0.53504,0.65299,0.51453,0.59483,0.59497,0.39107
5524,0.32325,0.5414,1.0,1.0,0.625,0.33226,0.51238,0.5875,0.49355,0.63861,0.53067,0.62564,0.33333,0.51453,0.58462,0.49003,0.6359,0.53155,0.53067,0.33077
5525,0.415,0.62831,1.0,1.0,0.15212,0.63023,0.91337,0.625,0.39744,0.9901,0.61852,0.151,0.63077,0.91567,0.62564,0.39772,0.99031,0.61804,0.61852,0.42317
5526,0.94381,0.98156,1.0,1.0,1.0,1.0,0.9901,0.99,0.91318,0.98515,0.98063,1.0,1.0,0.99031,0.98974,0.91624,0.98746,0.97974,0.98063,0.94217
5527,0.99097,0.94924,1.0,1.0,0.965,0.84615,0.87129,1.0,1.0,1.0,0.94748,0.9641,0.84957,0.87123,1.0,1.0,1.0,0.94707,0.94748,1.0
5528,0.84013,0.90791,1.0,1.0,0.61,1.0,1.0,0.9675,1.0,0.91067,0.91453,0.60969,1.0,1.0,0.96809,1.0,0.9094,0.91469,0.91453,0.79174
5529,0.4478,0.30534,1.0,1.0,0.085,0.01917,0.18519,0.61,0.32692,0.55693,0.29411,0.08205,0.01709,0.18405,0.60969,0.31282,0.55897,0.2972,0.29411,0.54796
5530,0.5812,0.65858,1.0,1.0,0.74185,0.59295,0.55693,0.5,0.95513,0.65679,0.66847,0.74131,0.59316,0.55897,0.5037,0.9584,0.65527,0.66728,0.66847,0.60674
5531,0.63332,0.76246,1.0,1.0,0.885,0.55911,0.61881,0.74185,0.73802,0.98025,0.7529,0.88376,0.55783,0.61538,0.74131,0.7396,0.97949,0.75384,0.7529,0.59554
5532,0.76719,0.7886,1.0,1.0,0.93484,0.80128,0.98025,0.95,0.12141,0.8,0.76572,0.93732,0.8,0.97949,0.95271,0.11909,0.8057,0.76463,0.76572,0.84027
5533,0.81688,0.80978,1.0,1.0,0.615,0.6262,0.69877,0.93484,0.97771,1.0,0.80855,0.61368,0.6245,0.69858,0.93732,0.97721,1.0,0.80875,0.80855,0.78291
5534,0.87824,0.84381,1.0,1.0,1.0,1.0,1.0,0.53885,0.8722,0.69136,0.85033,1.0,1.0,1.0,0.53732,0.8735,0.69117,0.8504,0.85033,0.85983
5535,0.72496,0.85637,1.0,1.0,0.34837,0.80511,1.0,1.0,1.0,1.0,0.85964,0.35043,0.80741,1.0,1.0,1.0,1.0,0.85891,0.85964,0.72811
5536,0.88572,0.88072,1.0,1.0,0.64912,0.99045,1.0,0.94486,1.0,0.75062,0.88851,0.65014,0.99031,1.0,0.94416,1.0,0.74644,0.88917,0.88851,0.90494
5537,0.81023,0.74776,1.0,1.0,0.86717,0.61783,0.7401,0.64912,0.86943,0.7401,0.74786,0.86838,0.61823,0.7396,0.65014,0.86895,0.74188,0.74729,0.74786,0.91235
5538,0.6998,0.58879,1.0,1.0,0.66165,0.37261,0.7401,0.47368,0.3949,0.79803,0.57436,0.66325,0.37208,0.74188,0.46838,0.39715,0.80342,0.5735,0.57436,0.83466
5539,0.48866,0.50583,1.0,1.0,0.34673,0.23492,0.97037,0.66165,0.11783,0.55556,0.48006,0.34644,0.23248,0.96866,0.66325,0.11453,0.55499,0.48118,0.48006,0.47464
5540,0.60244,0.62943,1.0,1.0,0.79146,0.76508,0.55556,0.4812,0.65287,0.56296,0.63447,0.78974,0.75897,0.55499,0.48604,0.65356,0.56353,0.63485,0.63447,0.6416
5541,0.63191,0.65157,1.0,1.0,0.62312,0.58413,0.64198,0.79146,0.93016,0.38765,0.65973,0.62621,0.58519,0.64103,0.78974,0.92991,0.38632,0.65975,0.65973,0.47854
5542,0.49084,0.44803,1.0,1.0,0.61809,0.60443,0.38765,0.47118,0.19745,0.38916,0.44368,0.61766,0.60228,0.38632,0.47293,0.19658,0.38632,0.44466,0.44368,0.51823
5543,0.62825,0.50314,1.0,1.0,0.60705,0.83228,0.46798,0.61809,0.4127,0.13793,0.51225,0.60627,0.83305,0.46838,0.61766,0.41083,0.13732,0.51267,0.51225,0.61994
5544,0.38507,0.2369,1.0,1.0,0.54271,0.11709,0.13793,0.27068,0.22857,0.10099,0.23419,0.54872,0.11966,0.13732,0.26895,0.22963,0.10085,0.23299,0.23419,0.4246
5545,0.65145,0.65054,1.0,1.0,0.92695,0.93671,0.68889,0.54271,0.37975,0.4335,0.65404,0.92764,0.9396,0.69117,0.54872,0.38291,0.43419,0.65142,0.65404,0.6169
5546,0.46531,0.47359,1.0,1.0,0.09548,0.79495,0.4335,0.55025,0.34603,0.65517,0.47987,0.09459,0.79601,0.43419,0.55385,0.34473,0.65584,0.47923,0.47987,0.43818
5547,0.54272,0.51993,1.0,1.0,0.31407,0.77532,0.73086,0.09548,0.51582,0.73219,0.52792,0.31339,0.77778,0.73276,0.09459,0.51624,0.73276,0.52729,0.52792,0.466
5548,0.56945,0.41342,1.0,1.0,0.42317,0.92114,0.73219,0.21859,0.11709,0.10811,0.41966,0.42165,0.92137,0.73276,0.22108,0.11738,0.1037,0.42005,0.41966,0.54653
5549,0.35358,0.47067,1.0,1.0,0.05276,0.77848,1.0,0.42317,0.00316,0.51843,0.46249,0.05071,0.77835,1.0,0.42165,0.00285,0.52137,0.46267,0.46249,0.31225
5550,0.45258,0.49262,1.0,1.0,0.61209,0.04416,0.51843,0.1203,0.57595,1.0,0.4774,0.60399,0.04274,0.52137,0.11852,0.57778,1.0,0.47849,0.4774,0.40731
5551,0.46306,0.48479,1.0,1.0,0.32161,0.08861,0.3317,0.61209,0.72013,0.79803,0.47806,0.32422,0.0906,0.33276,0.60399,0.71852,0.79829,0.47869,0.47806,0.45043
5552,0.74057,0.75739,1.0,1.0,0.57576,0.60692,0.79803,0.95202,0.83019,0.75862,0.7547,0.5755,0.61083,0.79829,0.951,0.83248,0.76011,0.75359,0.7547,0.8359
5553,0.68723,0.61432,1.0,1.0,0.97236,0.84858,0.38575,0.57576,0.54088,0.40394,0.62222,0.97208,0.84615,0.38689,0.5755,0.54872,0.40399,0.62121,0.62222,0.76733
5554,0.53137,0.68308,1.0,1.0,0.81864,1.0,0.40394,0.46851,0.85174,0.66256,0.69829,0.80627,1.0,0.40399,0.46838,0.85071,0.6604,0.7009,0.69829,0.42251
5555,0.92149,0.81977,1.0,1.0,1.0,0.86164,0.37685,0.81864,0.88959,1.0,0.82289,1.0,0.86211,0.37721,0.80627,0.89174,1.0,0.82445,0.82289,0.97531
5556,0.74837,0.69736,1.0,1.0,0.96474,1.0,1.0,0.71285,0.1761,0.28993,0.69003,0.96467,1.0,1.0,0.70769,0.17949,0.28832,0.6906,0.69003,0.78955
5557,0.99931,0.9866,1.0,1.0,1.0,1.0,1.0,0.96474,0.94969,1.0,0.98538,1.0,1.0,1.0,0.96467,0.94758,1.0,0.98574,0.98538,1.0
5558,0.88636,0.91644,1.0,1.0,1.0,1.0,1.0,1.0,0.41195,1.0,0.90237,1.0,1.0,1.0,1.0,0.41425,1.0,0.90199,0.90237,0.87806
5559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5560,0.98367,0.92493,1.0,1.0,0.68262,0.86792,1.0,1.0,1.0,1.0,0.92412,0.67863,0.8661,1.0,1.0,1.0,1.0,0.92509,0.92412,1.0
5561,0.92806,0.91161,1.0,1.0,1.0,1.0,0.97297,0.68262,0.98433,0.86275,0.91719,1.0,1.0,0.97436,0.67863,0.98575,0.86439,0.91711,0.91719,0.9849
5562,0.94365,0.93039,1.0,1.0,1.0,0.97492,0.86275,0.86398,0.90596,0.98039,0.93229,1.0,0.97379,0.86439,0.86667,0.90826,0.98063,0.93133,0.93229,0.99658
5563,0.81397,0.74576,1.0,1.0,0.26263,0.47188,1.0,1.0,1.0,0.72794,0.74482,0.26724,0.47236,1.0,1.0,1.0,0.72934,0.74374,0.74482,0.84492
5564,0.73549,0.47589,1.0,1.0,0.03535,0.53438,0.72794,1.0,0.47649,0.09337,0.47797,0.03533,0.53732,0.72934,1.0,0.47464,0.09117,0.47792,0.47797,0.91548
5565,0.31625,0.25881,1.0,1.0,0.43325,0.29063,0.27518,0.03535,0.0,0.46814,0.25033,0.43362,0.28832,0.27521,0.03533,0.0,0.46952,0.25042,0.25033,0.39601
5566,0.44533,0.5125,1.0,1.0,0.34937,0.84062,0.46814,0.08081,0.85625,0.60442,0.534,0.35043,0.83932,0.46952,0.08148,0.85926,0.60399,0.53327,0.534,0.34805
5567,0.39868,0.4375,1.0,1.0,1.0,0.38318,0.25307,0.34937,0.1375,0.44363,0.42716,1.0,0.38348,0.25356,0.35043,0.13618,0.43932,0.42779,0.42716,0.48215
5568,0.41506,0.19402,1.0,1.0,0.03291,0.19003,0.44363,0.20707,0.1875,0.09804,0.19145,0.03305,0.18519,0.43932,0.20513,0.19031,0.09573,0.1932,0.19145,0.56296
5569,0.39893,0.3207,1.0,1.0,0.25381,0.76087,0.10294,0.03291,0.56075,0.34314,0.3433,0.25584,0.75954,0.10484,0.03305,0.56068,0.34587,0.3424,0.3433,0.46334
5570,0.13187,0.20856,1.0,1.0,0.0404,0.08723,0.34314,0.05051,0.66355,0.12745,0.21861,0.03989,0.08547,0.34587,0.05185,0.66325,0.12536,0.21871,0.21861,0.10228
5571,0.13198,0.1289,1.0,1.0,0.08586,0.13707,0.05392,0.0404,0.1215,0.33578,0.12716,0.08091,0.13447,0.0547,0.03989,0.11966,0.33333,0.12909,0.12716,0.12184
5572,0.5118,0.44742,1.0,1.0,0.59241,0.96885,0.33578,0.08861,0.18634,0.56479,0.45499,0.58575,0.97037,0.33333,0.08946,0.18632,0.56467,0.45613,0.45499,0.57977
5573,0.70084,0.58003,1.0,1.0,0.58481,0.23602,0.51225,0.59241,0.75466,0.76961,0.57445,0.58234,0.23647,0.5151,0.58575,0.75328,0.77379,0.57496,0.57445,0.71643
5574,0.39568,0.4777,1.0,1.0,0.24619,0.85093,0.76961,0.37817,0.12733,0.48529,0.47806,0.24615,0.85527,0.77379,0.3755,0.13162,0.48604,0.47625,0.47806,0.31368
5575,0.67211,0.65938,1.0,1.0,1.0,0.91925,0.32598,0.24619,0.80435,0.73839,0.67417,1.0,0.92251,0.33162,0.24615,0.80684,0.73789,0.67236,0.67417,0.63979
5576,0.86312,0.69889,1.0,1.0,1.0,1.0,0.73839,0.24365,0.52941,0.70171,0.70218,1.0,1.0,0.73789,0.24217,0.53219,0.70085,0.70219,0.70218,0.91225
5577,0.9703,0.9559,1.0,1.0,1.0,0.74845,0.95355,1.0,1.0,1.0,0.95052,1.0,0.74815,0.95499,1.0,1.0,1.0,0.95033,0.95052,0.99953
5578,0.9712,0.91763,1.0,1.0,0.98477,1.0,1.0,1.0,0.58824,0.88753,0.9094,0.98519,1.0,1.0,1.0,0.58689,0.88433,0.91009,0.9094,0.99744
