ID_UNICO,area,w_px,valid_frac_interior,valid_frac_perimeter,w_len_seg0,w_px_seg0,w_len_seg1,w_px_seg1,w_len_seg2,w_px_seg2,w_len_seg3,w_px_seg3,w_len_seg4,w_px_seg4,w_len_seg5,w_px_seg5,w_len,w_px_segmean,w_len_segmean,w_ring
11,0.93442,0.98325,1.0,1.0,1.0,0.99751,0.99658,0.99695,0.9698,0.96806,1.0,1.0,0.94416,0.94495,0.98746,0.98775,0.983,0.98254,0.983,0.87956
12,0.9686,0.94841,1.0,1.0,0.77037,0.77612,1.0,1.0,0.98746,0.98775,0.96923,0.96766,0.97151,0.97248,1.0,1.0,0.94976,0.95067,0.94976,0.96258
13,0.97829,0.93698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77037,0.77612,0.87123,0.87156,0.97208,0.97304,0.93561,0.93679,0.93561,0.99506
14,0.9642,0.98413,1.0,1.0,1.0,1.0,1.0,1.0,0.97208,0.97304,1.0,1.0,1.0,1.0,0.94074,0.93873,0.98547,0.98529,0.98547,0.93892
15,0.99275,0.99735,1.0,1.0,0.99145,0.99002,0.99373,0.9939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99753,0.99732,0.99753,0.99098
16,0.99503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99649
17,0.99078,0.99956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99715,0.99696,1.0,1.0,0.99953,0.99949,0.99953,0.97454
18,0.91087,0.95022,1.0,1.0,0.85071,0.84788,0.94416,0.94529,1.0,1.0,0.96239,0.96758,0.98063,0.97872,0.9698,0.96577,0.95128,0.95087,0.95128,0.92202
19,0.82989,0.84148,1.0,1.0,0.89687,0.89801,0.99715,0.99696,0.96068,0.95599,0.85071,0.84788,0.85869,0.85714,0.52593,0.52451,0.84834,0.84675,0.84834,0.82713
20,0.70196,0.75617,1.0,1.0,0.60171,0.59,0.82735,0.82979,0.52593,0.52451,0.7584,0.76,0.97778,0.97568,0.91168,0.90686,0.76714,0.76447,0.76714,0.62756
21,0.74768,0.76696,1.0,1.0,0.91396,0.9202,0.84501,0.84498,0.9453,0.94118,0.60171,0.59,0.61481,0.61398,0.66952,0.67482,0.76505,0.76419,0.76505,0.71571
22,0.68048,0.62704,1.0,1.0,0.95214,0.95238,0.92023,0.91818,0.66952,0.67482,0.27179,0.26933,0.43989,0.44242,0.52934,0.53056,0.63048,0.63128,0.63048,0.65578
23,0.82846,0.80678,1.0,1.0,0.91339,0.915,0.9339,0.93636,0.76068,0.75854,0.95214,0.95238,0.56638,0.5697,0.69288,0.69682,0.80323,0.8048,0.80323,0.79835
24,0.76621,0.71504,1.0,1.0,0.86154,0.86,0.99373,0.99396,0.69288,0.69682,0.76866,0.76808,0.41083,0.41212,0.56353,0.55746,0.71519,0.71474,0.71519,0.75893
25,0.53416,0.44762,1.0,1.0,0.0,0.0,0.42393,0.42121,0.88433,0.88537,0.86154,0.86,0.23647,0.23636,0.23419,0.23472,0.44008,0.43961,0.44008,0.52764
26,0.17976,0.17282,1.0,1.0,0.09801,0.095,0.07179,0.07229,0.23419,0.23472,0.31681,0.32668,0.26724,0.26748,0.0433,0.04401,0.17189,0.17336,0.17189,0.15691
27,0.12294,0.06121,1.0,1.0,0.04217,0.04239,0.02165,0.02424,0.04444,0.04412,0.09801,0.095,0.0,0.0,0.14473,0.14181,0.0585,0.05793,0.0585,0.15112
28,0.27864,0.26661,1.0,1.0,0.28034,0.28,0.19658,0.19637,0.14473,0.14181,0.2245,0.2225,0.21937,0.22054,0.50712,0.511,0.26211,0.26204,0.26211,0.3598
29,0.20548,0.20326,1.0,1.0,0.28604,0.2875,0.0,0.0,0.07464,0.07335,0.28034,0.28,0.59772,0.60303,0.01538,0.01707,0.20902,0.21016,0.20902,0.21277
30,0.40649,0.25934,1.0,1.0,0.31624,0.31658,0.00285,0.00301,0.01538,0.01707,0.73789,0.7325,0.22678,0.22892,0.22621,0.22195,0.25423,0.25334,0.25423,0.41641
31,0.16253,0.22452,1.0,1.0,0.05356,0.05514,0.13219,0.13514,0.25869,0.25854,0.31624,0.31658,0.46496,0.46988,0.13846,0.14146,0.22735,0.22946,0.22735,0.16518
32,0.53158,0.48023,1.0,1.0,0.90826,0.9075,0.24444,0.25,0.13846,0.14146,0.48604,0.48872,0.48376,0.48193,0.56923,0.57702,0.4717,0.47444,0.4717,0.6212
33,0.57865,0.6022,1.0,1.0,0.91567,0.9198,0.51966,0.52108,0.22963,0.23472,0.90826,0.9075,0.74359,0.74622,0.31453,0.3163,0.60522,0.6076,0.60522,0.52346
34,0.63894,0.80141,1.0,1.0,0.9265,0.92231,0.99316,0.99398,0.31453,0.3163,0.86382,0.85965,0.92536,0.9247,0.86097,0.85888,0.81406,0.81264,0.81406,0.6382
35,0.49686,0.60562,1.0,1.0,0.52593,0.52513,0.4735,0.47147,0.65527,0.65207,0.9265,0.92231,0.45584,0.45482,0.56296,0.56448,0.6,0.59838,0.6,0.47008
36,0.34245,0.46661,1.0,1.0,0.47236,0.47118,0.39487,0.3964,0.56296,0.56448,0.59658,0.59799,0.59772,0.6036,0.18234,0.18293,0.46781,0.46943,0.46781,0.36579
37,0.47423,0.40334,1.0,1.0,0.47236,0.47236,0.32593,0.31832,0.27635,0.26829,0.47236,0.47118,0.61994,0.62349,0.28946,0.29024,0.4094,0.40731,0.4094,0.56354
38,0.45408,0.36084,1.0,1.0,0.49459,0.49749,0.19715,0.19461,0.28946,0.29024,0.42393,0.42356,0.42621,0.42342,0.3151,0.32039,0.35774,0.35829,0.35774,0.50931
39,0.34127,0.38279,1.0,1.0,0.52137,0.5201,0.20285,0.2042,0.34416,0.3455,0.49459,0.49749,0.42735,0.42643,0.28547,0.28467,0.3793,0.37973,0.3793,0.3409
40,0.25761,0.35162,1.0,1.0,0.44274,0.45088,0.3812,0.38024,0.28547,0.28467,0.19259,0.19598,0.25071,0.2485,0.53105,0.53659,0.34729,0.34948,0.34729,0.14191
41,0.45158,0.41176,1.0,1.0,0.86382,0.86181,0.21083,0.21194,0.20741,0.2122,0.44274,0.45088,0.22108,0.22156,0.45755,0.45854,0.40057,0.40282,0.40057,0.45251
42,0.42108,0.45171,1.0,1.0,0.3151,0.30982,0.51966,0.51198,0.45755,0.45854,0.32877,0.32832,0.57094,0.57958,0.54872,0.54988,0.45679,0.45635,0.45679,0.48727
43,0.60353,0.65452,1.0,1.0,0.72934,0.72613,0.7641,0.76647,0.39259,0.39756,0.3151,0.30982,0.9094,0.90448,0.88775,0.88293,0.66638,0.66456,0.66638,0.61569
44,0.67424,0.72125,1.0,1.0,0.68034,0.67677,0.73732,0.73134,0.88775,0.88293,0.50484,0.50754,0.86781,0.87126,0.68889,0.6837,0.72783,0.72559,0.72783,0.63041
45,0.56895,0.55614,1.0,1.0,0.6849,0.68514,0.31567,0.3244,0.66895,0.67397,0.68034,0.67677,0.50769,0.51045,0.4302,0.42579,0.54796,0.54942,0.54796,0.48813
46,0.46129,0.49496,1.0,1.0,0.73903,0.74307,0.35157,0.34925,0.4302,0.42579,0.40855,0.41058,0.60741,0.61012,0.42165,0.42718,0.49307,0.49433,0.49307,0.40815
47,0.51376,0.65351,1.0,1.0,0.55954,0.55528,0.40684,0.41018,0.70085,0.69903,0.73903,0.74307,0.83305,0.83284,0.65812,0.6699,0.64957,0.65172,0.64957,0.54787
48,0.35125,0.50438,1.0,1.0,0.43818,0.43829,0.55499,0.55522,0.65812,0.6699,0.67521,0.6801,0.53732,0.5403,0.16695,0.16505,0.50513,0.50814,0.50513,0.27375
49,0.40586,0.43252,1.0,1.0,0.33789,0.34005,0.58575,0.58806,0.41994,0.42233,0.43818,0.43829,0.49858,0.50746,0.33732,0.33981,0.43628,0.43933,0.43628,0.46068
50,0.45867,0.49343,1.0,1.0,0.4433,0.44697,0.55271,0.54303,0.33732,0.33981,0.31909,0.3199,0.40912,0.40774,0.88262,0.88835,0.49069,0.49096,0.49069,0.40729
51,0.43251,0.40447,1.0,1.0,0.1755,0.17677,0.18234,0.18452,0.25755,0.25728,0.4433,0.44697,0.70427,0.71131,0.65527,0.65777,0.40304,0.40577,0.40304,0.44396
52,0.72343,0.56261,1.0,1.0,0.69402,0.69192,0.48946,0.48665,0.65527,0.65777,0.70712,0.70455,0.36011,0.36012,0.43704,0.43584,0.55717,0.55614,0.55717,0.77137
53,0.39197,0.35026,1.0,1.0,0.03704,0.0404,0.00969,0.01187,0.39772,0.39903,0.69402,0.69192,0.51282,0.51632,0.40912,0.41162,0.3434,0.34519,0.3434,0.41556
54,0.40138,0.37391,1.0,1.0,0.3584,0.35696,0.06211,0.06825,0.40912,0.41162,0.39487,0.39241,0.4849,0.47929,0.48889,0.5,0.36638,0.36809,0.36638,0.42202
55,0.20321,0.27026,1.0,1.0,0.21481,0.21411,0.24103,0.2381,0.27066,0.26942,0.3584,0.35696,0.11681,0.12166,0.38519,0.38741,0.26448,0.26461,0.26448,0.18152
56,0.36784,0.28053,1.0,1.0,0.1641,0.16414,0.50997,0.51335,0.38519,0.38741,0.28661,0.2803,0.21937,0.21958,0.14359,0.14286,0.28481,0.28461,0.28481,0.3599
57,0.20897,0.20928,1.0,1.0,0.08946,0.08608,0.18689,0.18935,0.35043,0.35437,0.1641,0.16414,0.27692,0.2819,0.18462,0.18689,0.20874,0.21045,0.20874,0.20697
58,0.30102,0.28853,1.0,1.0,0.3396,0.34091,0.0849,0.0858,0.18462,0.18689,0.45185,0.45316,0.32991,0.32938,0.32764,0.32282,0.28642,0.28649,0.28642,0.31079
59,0.16261,0.16054,1.0,1.0,0.11339,0.11139,0.13162,0.13274,0.09459,0.09443,0.3396,0.34091,0.08661,0.08902,0.18291,0.18447,0.15812,0.15883,0.15812,0.13526
60,0.14993,0.14011,1.0,1.0,0.16752,0.16709,0.07521,0.07396,0.18291,0.18447,0.1755,0.17722,0.04387,0.04438,0.16638,0.16505,0.13523,0.13536,0.13523,0.1478
61,0.21549,0.26072,1.0,1.0,0.03533,0.03291,0.2661,0.27139,0.33732,0.33414,0.16752,0.16709,0.35613,0.34615,0.40969,0.41262,0.26201,0.26072,0.26201,0.22445
62,0.24053,0.23851,1.0,1.0,0.17949,0.18228,0.18177,0.18639,0.40969,0.41262,0.26097,0.25381,0.09345,0.09735,0.26496,0.26329,0.23172,0.23262,0.23172,0.1743
63,0.14701,0.1558,1.0,1.0,0.24217,0.23858,0.10997,0.10914,0.10826,0.10896,0.17949,0.18228,0.16353,0.16224,0.13105,0.13107,0.15575,0.15538,0.15575,0.11446
64,0.13411,0.2176,1.0,1.0,0.30085,0.3038,0.18575,0.18584,0.13105,0.13107,0.06325,0.05823,0.20285,0.20772,0.41254,0.41019,0.21605,0.21614,0.21605,0.08615
65,0.21589,0.23218,1.0,1.0,0.25242,0.24619,0.12194,0.12684,0.2057,0.2029,0.30085,0.3038,0.24558,0.24189,0.26097,0.25908,0.23124,0.23012,0.23124,0.19557
66,0.25766,0.22606,1.0,1.0,0.07236,0.07089,0.15499,0.15634,0.26097,0.25908,0.25356,0.25381,0.28718,0.30088,0.31396,0.31401,0.22384,0.22583,0.22384,0.22996
67,0.36356,0.33348,1.0,1.0,0.1584,0.1599,0.58917,0.58112,0.5094,0.50847,0.07236,0.07089,0.58689,0.58997,0.16068,0.15942,0.34615,0.34496,0.34615,0.40748
68,0.32688,0.22344,1.0,1.0,0.15499,0.15482,0.27521,0.27647,0.16068,0.15942,0.1151,0.11929,0.25242,0.25369,0.38519,0.38257,0.22393,0.22438,0.22393,0.42933
69,0.24774,0.27372,1.0,1.0,0.42051,0.41371,0.17379,0.17941,0.36524,0.37288,0.15499,0.15482,0.24729,0.24779,0.25128,0.25362,0.26885,0.27037,0.26885,0.25636
70,0.22739,0.24694,1.0,1.0,0.42678,0.4264,0.12593,0.12389,0.25128,0.25362,0.2792,0.27665,0.13162,0.13824,0.22564,0.23133,0.24008,0.24169,0.24008,0.23822
71,0.1435,0.18357,1.0,1.0,0.08718,0.08906,0.07863,0.07918,0.10427,0.09903,0.42678,0.4264,0.20798,0.2,0.20399,0.19807,0.18481,0.18196,0.18481,0.16356
72,0.16919,0.23087,1.0,1.0,0.21425,0.22137,0.06154,0.06471,0.20399,0.19807,0.1567,0.15776,0.40912,0.40469,0.34017,0.33656,0.23096,0.23053,0.23096,0.17221
73,0.30075,0.34294,1.0,1.0,0.38006,0.38325,0.08718,0.08798,0.33447,0.34058,0.21425,0.22137,0.41823,0.42229,0.57037,0.57143,0.33409,0.33782,0.33409,0.26339
74,0.36532,0.36014,1.0,1.0,0.54587,0.55076,0.50427,0.50588,0.57037,0.57143,0.16182,0.16031,0.28376,0.28152,0.10313,0.10412,0.36154,0.36234,0.36154,0.48119
75,0.3436,0.41179,1.0,1.0,0.25584,0.25888,0.26838,0.26686,0.8416,0.84337,0.54587,0.55076,0.30712,0.30588,0.2,0.19807,0.40313,0.40397,0.40313,0.32998
76,0.22832,0.24454,1.0,1.0,0.48604,0.48601,0.21538,0.21471,0.2,0.19807,0.15271,0.15013,0.13732,0.1349,0.26097,0.26265,0.24207,0.24108,0.24207,0.1894
77,0.25896,0.33886,1.0,1.0,0.34017,0.33842,0.41709,0.41349,0.15556,0.15459,0.48604,0.48601,0.24729,0.23754,0.40114,0.40097,0.34122,0.3385,0.34122,0.22255
78,0.48277,0.3655,1.0,1.0,0.36581,0.3699,0.51282,0.5117,0.40114,0.40097,0.27863,0.2799,0.40627,0.40762,0.24843,0.24879,0.36885,0.36981,0.36885,0.55243
79,0.47182,0.45328,1.0,1.0,0.61197,0.61735,0.47123,0.47661,0.3886,0.3913,0.36581,0.3699,0.48547,0.48538,0.3886,0.3913,0.45195,0.45531,0.45195,0.46647
80,0.52576,0.61152,1.0,1.0,0.65698,0.65561,0.22507,0.22157,0.3886,0.3913,0.91396,0.90816,0.80171,0.80702,0.67635,0.67229,0.61045,0.60933,0.61045,0.60353
81,0.28338,0.28341,1.0,1.0,0.04444,0.04859,0.08148,0.08746,0.38689,0.39372,0.65698,0.65561,0.24672,0.24269,0.2416,0.24155,0.27635,0.27827,0.27635,0.20545
82,0.50404,0.47228,1.0,1.0,0.83761,0.83929,0.42963,0.42274,0.2416,0.24155,0.53048,0.53453,0.52536,0.5277,0.28091,0.28675,0.47426,0.47542,0.47426,0.54692
83,0.31294,0.36376,1.0,1.0,0.21026,0.21173,0.38746,0.38889,0.15214,0.14734,0.83761,0.83929,0.3339,0.33333,0.27692,0.27536,0.36638,0.36599,0.36638,0.26387
84,0.35055,0.24258,1.0,1.0,0.3339,0.33504,0.32422,0.33236,0.27692,0.27536,0.11624,0.1199,0.13048,0.1312,0.25185,0.25542,0.23894,0.24155,0.23894,0.34964
85,0.49286,0.39371,1.0,1.0,0.69117,0.68878,0.29459,0.28947,0.17037,0.16867,0.3339,0.33504,0.56467,0.56268,0.3396,0.34458,0.39905,0.3982,0.39905,0.6099
86,0.47838,0.49695,1.0,1.0,0.7396,0.74425,0.66724,0.66472,0.3396,0.34458,0.4849,0.4949,0.36068,0.36257,0.39316,0.39277,0.49753,0.50063,0.49753,0.54236
87,0.65174,0.51395,1.0,1.0,0.47692,0.47315,0.52479,0.52174,0.36809,0.36957,0.7396,0.74425,0.5943,0.59012,0.41254,0.41205,0.51937,0.51848,0.51937,0.71818
88,0.41633,0.48014,1.0,1.0,0.70085,0.70408,0.53447,0.53644,0.41254,0.41205,0.35499,0.34783,0.41197,0.41108,0.47692,0.47826,0.48196,0.48162,0.48196,0.4375
89,0.36034,0.49192,1.0,1.0,0.21481,0.21995,0.64046,0.63953,0.49801,0.5,0.70085,0.70408,0.40684,0.40643,0.49003,0.49157,0.49183,0.49359,0.49183,0.25855
90,0.26539,0.32781,1.0,1.0,0.06724,0.06667,0.25356,0.25,0.49003,0.49157,0.32707,0.32653,0.50883,0.51603,0.3208,0.31971,0.32792,0.32842,0.32792,0.25959
91,0.18582,0.2199,1.0,1.0,0.24217,0.24872,0.23362,0.23547,0.29972,0.30193,0.06724,0.06667,0.16011,0.15942,0.30256,0.29157,0.21757,0.21729,0.21757,0.16214
92,0.29814,0.28117,1.0,1.0,0.18974,0.18414,0.10769,0.10435,0.30256,0.29157,0.51738,0.51671,0.39145,0.3971,0.19259,0.19277,0.28357,0.28111,0.28357,0.28277
93,0.41586,0.43218,1.0,1.0,0.71852,0.71795,0.37607,0.37971,0.09459,0.09639,0.18974,0.18414,0.26553,0.26239,0.91852,0.91346,0.42716,0.42567,0.42716,0.43209
94,0.55664,0.55885,1.0,1.0,0.28946,0.29668,0.57208,0.57267,0.91852,0.91346,0.56809,0.56777,0.50826,0.49709,0.48718,0.48558,0.55726,0.55554,0.55726,0.64381
95,0.66862,0.62266,1.0,1.0,0.83077,0.83077,0.54758,0.55202,0.51852,0.51683,0.28946,0.29668,0.85185,0.85174,0.7094,0.70843,0.6246,0.62608,0.6246,0.62168
96,0.82033,0.76068,1.0,1.0,0.74929,0.74872,0.74872,0.74709,0.7094,0.70843,0.98405,0.98462,0.82564,0.82899,0.56923,0.57212,0.76439,0.76499,0.76439,0.83682
97,0.62907,0.62249,1.0,1.0,0.26154,0.27249,0.92934,0.92464,0.95328,0.9494,0.74929,0.74872,0.3641,0.36232,0.47977,0.47356,0.62289,0.62185,0.62289,0.63079
98,0.38846,0.46972,1.0,1.0,0.28832,0.28718,0.43875,0.43931,0.47977,0.47356,0.52593,0.53077,0.66895,0.66957,0.44672,0.44337,0.47474,0.47396,0.47474,0.42116
99,0.57621,0.60627,1.0,1.0,0.4359,0.44103,0.77151,0.77457,0.42849,0.43133,0.28832,0.28718,0.80969,0.81159,0.92137,0.92548,0.60921,0.61186,0.60921,0.58093
100,0.64906,0.74815,1.0,1.0,0.47464,0.47692,0.59373,0.5942,0.92137,0.92548,0.98348,0.98201,0.92764,0.92775,0.57778,0.58413,0.74644,0.74842,0.74644,0.57846
101,0.53628,0.4878,1.0,1.0,0.4547,0.44473,0.60228,0.60983,0.47578,0.47596,0.47464,0.47692,0.6057,0.6029,0.34473,0.35096,0.49297,0.49355,0.49297,0.51501
102,0.4447,0.33754,1.0,1.0,0.54872,0.54756,0.58063,0.58092,0.34473,0.35096,0.17094,0.16967,0.20969,0.20809,0.19259,0.19231,0.34122,0.34159,0.34122,0.5701
103,0.42157,0.32507,1.0,1.0,0.16296,0.15722,0.0906,0.08621,0.50085,0.4976,0.54872,0.54756,0.41994,0.41908,0.22792,0.22302,0.32517,0.32178,0.32517,0.40188
104,0.43477,0.40375,1.0,1.0,0.58462,0.58612,0.4547,0.44957,0.22792,0.22302,0.3037,0.30848,0.37835,0.37861,0.48775,0.48798,0.40617,0.40563,0.40617,0.48243
105,0.73637,0.7047,1.0,1.0,0.85755,0.85567,0.40114,0.39943,0.92023,0.92067,0.58462,0.58612,0.56239,0.56069,0.83476,0.83614,0.69345,0.69312,0.69345,0.7253
106,0.64083,0.66783,1.0,1.0,0.53789,0.54124,0.95043,0.95389,0.83476,0.83614,0.62678,0.62629,0.47009,0.46686,0.58632,0.58554,0.66771,0.66833,0.66771,0.61104
107,0.70524,0.77918,1.0,1.0,0.86439,0.86856,0.89402,0.89049,0.90313,0.90625,0.53789,0.54124,0.66097,0.65994,0.78917,0.79327,0.77493,0.77662,0.77493,0.6743
108,0.54506,0.57553,1.0,1.0,0.32365,0.33162,0.80855,0.81268,0.78917,0.79327,0.62222,0.6134,0.63875,0.6408,0.29231,0.29808,0.57911,0.58164,0.57911,0.4906
109,0.43944,0.42776,1.0,1.0,0.55954,0.56331,0.62678,0.62931,0.5208,0.52038,0.32365,0.33162,0.22678,0.23055,0.29687,0.29567,0.42574,0.42847,0.42574,0.34954
110,0.54034,0.4939,1.0,1.0,0.44672,0.45619,0.66496,0.65805,0.29687,0.29567,0.55271,0.54897,0.49801,0.49856,0.52877,0.53012,0.49801,0.49793,0.49801,0.52888
111,0.38846,0.36146,1.0,1.0,0.44957,0.45103,0.19772,0.20115,0.45983,0.46283,0.44672,0.45619,0.249,0.25,0.30769,0.31175,0.35176,0.35549,0.35176,0.41328
112,0.46405,0.31593,1.0,1.0,0.40912,0.40722,0.29573,0.29395,0.30769,0.31175,0.37151,0.36788,0.4188,0.41834,0.11795,0.1199,0.32013,0.31984,0.32013,0.5417
113,0.44832,0.42994,1.0,1.0,0.60741,0.61598,0.41311,0.41379,0.15328,0.15385,0.40912,0.40722,0.26838,0.27299,0.70256,0.70335,0.42564,0.42786,0.42564,0.46742
114,0.56651,0.67929,1.0,1.0,0.94359,0.94315,0.74473,0.75,0.70256,0.70335,0.52821,0.52713,0.15499,0.15805,0.93162,0.92788,0.66762,0.66826,0.66762,0.52052
115,0.78241,0.75011,1.0,1.0,0.82564,0.82642,0.80342,0.79943,0.49687,0.5036,0.94359,0.94315,0.84843,0.84527,0.62165,0.6226,0.7566,0.75674,0.7566,0.79768
116,0.95655,0.91206,1.0,1.0,0.97778,0.97519,0.56467,0.56615,0.97094,0.97052,0.951,0.95297,0.94302,0.94444,1.0,1.0,0.90123,0.90155,0.90123,0.99278
117,0.95798,0.96907,1.0,1.0,0.96923,0.96774,0.88091,0.88308,1.0,1.0,1.0,1.0,0.97493,0.97538,0.97322,0.97297,0.96638,0.96653,0.96638,0.95963
118,0.83615,0.71485,1.0,1.0,0.2,0.20596,0.25584,0.25538,0.95214,0.94828,0.96923,0.96774,0.94701,0.94769,0.91909,0.91872,0.70722,0.70729,0.70722,0.87453
119,0.74538,0.72566,1.0,1.0,0.37721,0.38308,0.35043,0.35077,0.91909,0.91872,1.0,1.0,0.91909,0.91692,0.75613,0.75123,0.72032,0.72012,0.72032,0.71894
120,0.64577,0.59019,1.0,1.0,0.91339,0.91315,0.33333,0.32923,0.69687,0.70197,0.37721,0.38308,0.67009,0.67692,0.5037,0.50614,0.58243,0.58508,0.58243,0.72169
121,0.79858,0.79329,1.0,1.0,0.78917,0.78607,0.79886,0.79755,0.5037,0.50614,0.87635,0.87345,0.9567,0.95385,0.87521,0.87715,0.8,0.79903,0.8,0.80633
122,0.87059,0.7871,1.0,1.0,0.79601,0.79602,1.0,1.0,0.61311,0.61179,0.78917,0.78607,0.88661,0.88344,0.70997,0.7027,0.79915,0.79667,0.79915,0.93911
123,0.82939,0.86793,1.0,1.0,0.88262,0.88279,0.93789,0.93884,0.70997,0.7027,0.73219,0.73632,1.0,1.0,0.98462,0.9828,0.87455,0.87391,0.87455,0.8522
124,0.95885,0.9594,1.0,1.0,0.98519,0.98263,0.9812,0.9816,1.0,1.0,0.88262,0.88279,0.93789,0.93884,0.96866,0.97059,0.95926,0.95941,0.95926,0.96429
125,0.97504,0.9444,1.0,1.0,1.0,1.0,0.73789,0.737,0.96866,0.97059,0.92821,0.93017,1.0,1.0,1.0,1.0,0.93913,0.93963,0.93913,0.98575
126,0.96918,0.97087,1.0,1.0,0.96923,0.96766,0.94416,0.94495,0.99145,0.99265,1.0,1.0,1.0,1.0,0.92422,0.92138,0.97151,0.97111,0.97151,0.98262
127,0.95281,0.95936,1.0,1.0,0.92934,0.92768,0.97151,0.97248,0.92422,0.92138,1.0,1.0,0.98405,0.98471,0.95613,0.95823,0.96087,0.96075,0.96087,0.92354
128,0.98263,0.96468,1.0,1.0,1.0,1.0,0.87123,0.87156,1.0,1.0,0.92934,0.92768,0.97151,0.97248,1.0,1.0,0.96201,0.96195,0.96201,0.98642
129,0.91833,0.98368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88547,0.8872,1.0,1.0,0.98091,0.9812,0.98091,0.87823
130,0.96329,0.98456,1.0,1.0,1.0,1.0,1.0,1.0,0.94074,0.93873,1.0,1.0,0.99715,0.99694,0.97721,0.97794,0.98585,0.9856,0.98585,0.96001
131,0.88621,0.90957,1.0,1.0,0.97493,0.97257,1.0,1.0,0.97721,0.97794,0.7755,0.77805,0.75157,0.75,0.96524,0.96324,0.90741,0.90697,0.90741,0.87177
132,0.93861,0.97753,1.0,1.0,0.96239,0.96758,0.99715,0.99696,1.0,1.0,0.97493,0.97257,0.93789,0.93921,0.98462,0.98529,0.97616,0.97694,0.97616,0.94462
133,0.95317,0.87787,1.0,1.0,1.0,1.0,0.98063,0.97872,0.98462,0.98529,0.72536,0.7325,0.649,0.64939,0.89003,0.89242,0.8716,0.87305,0.8716,0.97644
134,0.86717,0.86111,1.0,1.0,0.7584,0.76,0.85869,0.85714,0.9698,0.96577,1.0,1.0,0.83989,0.83891,0.73276,0.73956,0.85992,0.86023,0.85992,0.87823
135,0.87024,0.86508,1.0,1.0,0.90142,0.89526,0.97778,0.97568,0.73276,0.73956,0.91738,0.92,0.68718,0.68693,0.96068,0.96078,0.86287,0.86304,0.86287,0.8732
136,0.7683,0.70736,1.0,1.0,0.27179,0.26933,0.61481,0.61398,0.91168,0.90686,0.90142,0.89526,0.89288,0.89058,0.67578,0.67892,0.7114,0.70916,0.7114,0.81079
137,0.50698,0.60661,1.0,1.0,0.9037,0.8975,0.43989,0.44242,0.67578,0.67892,0.78006,0.7825,0.52764,0.53191,0.2735,0.2665,0.60009,0.59996,0.60009,0.41603
138,0.60219,0.70335,1.0,1.0,0.76866,0.76808,0.56638,0.5697,0.52934,0.53056,0.9037,0.8975,0.89288,0.89091,0.57379,0.57843,0.70579,0.70586,0.70579,0.55167
