ID_UNICO,area,w_px,valid_frac_interior,valid_frac_perimeter,w_len_seg0,w_px_seg0,w_len_seg1,w_px_seg1,w_len_seg2,w_px_seg2,w_len_seg3,w_px_seg3,w_len_seg4,w_px_seg4,w_len_seg5,w_px_seg5,w_len,w_px_segmean,w_len_segmean,w_ring
1176,0.25571,0.28028,1.0,1.0,0.32422,0.32331,0.08205,0.07927,0.23818,0.23833,0.12764,0.1275,0.3453,0.34663,0.53447,0.53431,0.27531,0.27489,0.27531,0.23556
1177,0.29393,0.29007,1.0,1.0,0.45071,0.44862,0.10313,0.10366,0.07749,0.07579,0.32422,0.32331,0.27179,0.26524,0.48433,0.48411,0.28528,0.28346,0.28528,0.34603
1178,0.59924,0.572,1.0,1.0,0.53903,0.53885,0.24217,0.2439,0.48433,0.48411,0.72991,0.73434,0.5886,0.59021,0.78575,0.78186,0.56163,0.56221,0.56163,0.58492
1179,0.44648,0.55958,1.0,1.0,0.38291,0.3925,0.31396,0.31402,0.83818,0.84069,0.53903,0.53885,0.71282,0.71341,0.53618,0.5379,0.55385,0.55623,0.55385,0.42734
1180,0.38278,0.42094,1.0,1.0,0.29402,0.30827,0.42792,0.42683,0.53618,0.5379,0.48718,0.48872,0.46496,0.46646,0.29915,0.31051,0.41823,0.42312,0.41823,0.43978
1181,0.49151,0.53799,1.0,1.0,0.83761,0.84171,0.45413,0.45427,0.28376,0.28431,0.29402,0.30827,0.63875,0.6372,0.71225,0.71149,0.53675,0.53954,0.53675,0.51064
1182,0.65221,0.66637,1.0,1.0,0.7584,0.76692,0.8057,0.80851,0.71225,0.71149,0.6661,0.66667,0.53048,0.53191,0.51567,0.51834,0.66477,0.66731,0.66477,0.67344
1183,0.74874,0.86143,1.0,1.0,0.99202,0.99248,0.94644,0.94529,0.63818,0.63725,0.7584,0.76692,0.9698,0.96646,0.89915,0.89731,0.86733,0.86762,0.86733,0.66898
1184,0.66818,0.64182,1.0,1.0,0.52707,0.52632,0.85698,0.85366,0.89915,0.89731,0.89687,0.89196,0.23533,0.23939,0.41254,0.40732,0.63799,0.63599,0.63799,0.7159
1185,0.77444,0.75695,1.0,1.0,1.0,1.0,0.93846,0.93636,0.82336,0.82396,0.52707,0.52632,0.40855,0.41033,0.81595,0.81418,0.75223,0.75186,0.75223,0.80139
1186,0.5695,0.51633,1.0,1.0,0.65128,0.64987,0.68091,0.67576,0.81595,0.81418,0.17949,0.1809,0.55385,0.55927,0.25527,0.25672,0.52279,0.52279,0.52279,0.57314
1187,0.69815,0.59488,1.0,1.0,0.68376,0.68262,0.66211,0.6697,0.49117,0.49144,0.65128,0.64987,0.35897,0.3697,0.68319,0.68215,0.58841,0.59091,0.58841,0.69633
1188,0.73816,0.69444,1.0,1.0,0.85584,0.85642,0.58974,0.58912,0.68319,0.68215,0.58234,0.58291,0.91225,0.91185,0.56923,0.56829,0.69877,0.69846,0.69877,0.83672
1189,0.59934,0.54762,1.0,1.0,0.55499,0.54912,0.33504,0.33837,0.58291,0.58435,0.85584,0.85642,0.46382,0.46061,0.44729,0.45122,0.53998,0.54001,0.53998,0.58216
1190,0.50497,0.45567,1.0,1.0,0.45071,0.45088,0.28034,0.27795,0.44729,0.45122,0.62906,0.62814,0.36353,0.36474,0.5151,0.51345,0.44767,0.44773,0.44767,0.53362
1191,0.58458,0.50837,1.0,1.0,0.2416,0.24242,0.44729,0.4488,0.75385,0.75366,0.45071,0.45088,0.62564,0.62236,0.53504,0.52927,0.50902,0.5079,0.50902,0.65862
1192,0.54687,0.58704,1.0,1.0,0.48718,0.48995,0.82678,0.82779,0.53504,0.52927,0.45869,0.45592,0.50997,0.50303,0.73903,0.73902,0.59278,0.59083,0.59278,0.55471
1193,0.62899,0.6793,1.0,1.0,0.68205,0.68262,0.90028,0.89759,0.58803,0.58394,0.48718,0.48995,0.80171,0.80303,0.68547,0.68049,0.69079,0.6896,0.69079,0.65549
1194,0.50076,0.54517,1.0,1.0,0.60912,0.5995,0.39829,0.39879,0.68547,0.68049,0.54758,0.54523,0.33447,0.3303,0.65071,0.64634,0.53761,0.53344,0.53761,0.54084
1195,0.52795,0.39956,1.0,1.0,0.33561,0.33081,0.44843,0.45181,0.50598,0.51951,0.60912,0.5995,0.29288,0.29003,0.20057,0.19512,0.39877,0.3978,0.39877,0.55528
1196,0.56795,0.49317,1.0,1.0,0.51738,0.52273,0.34929,0.34835,0.20057,0.19512,0.46097,0.45844,0.40285,0.40361,0.99145,0.9878,0.48708,0.48601,0.48708,0.53714
1197,0.39281,0.42775,1.0,1.0,0.2245,0.22475,0.34758,0.34337,0.3943,0.39512,0.51738,0.52273,0.8735,0.87349,0.26781,0.26829,0.43751,0.43796,0.43751,0.26444
1198,0.38643,0.31924,1.0,1.0,0.58575,0.58333,0.30769,0.31231,0.26781,0.26829,0.44558,0.44697,0.21083,0.21386,0.08661,0.08273,0.31738,0.31791,0.31738,0.48309
1199,0.34663,0.51915,1.0,1.0,0.4114,0.40554,0.57037,0.56325,0.69402,0.69586,0.58575,0.58333,0.44387,0.44277,0.41311,0.40976,0.51975,0.51675,0.51975,0.32865
1200,0.26698,0.21699,1.0,1.0,0.25014,0.25,0.1584,0.15964,0.41311,0.40976,0.08604,0.08333,0.28889,0.28829,0.1094,0.10949,0.21766,0.21675,0.21766,0.27413
1201,0.16998,0.18426,1.0,1.0,0.12991,0.12374,0.25242,0.25526,0.08718,0.09024,0.25014,0.25,0.27123,0.27628,0.14131,0.1432,0.1887,0.18979,0.1887,0.17753
1202,0.2179,0.21504,1.0,1.0,0.45527,0.45707,0.12137,0.12312,0.14131,0.1432,0.34359,0.34343,0.01595,0.01502,0.16752,0.16748,0.2075,0.20822,0.2075,0.19329
1203,0.25216,0.21161,1.0,1.0,0.21026,0.21212,0.14473,0.14114,0.20057,0.20195,0.45527,0.45707,0.11282,0.11111,0.12479,0.12652,0.20807,0.20832,0.20807,0.30899
1204,0.30937,0.2511,1.0,1.0,0.24786,0.25063,0.24786,0.24551,0.12479,0.12652,0.21538,0.21212,0.35499,0.35435,0.33732,0.3382,0.2547,0.25456,0.2547,0.36693
1205,0.24629,0.24252,1.0,1.0,0.28889,0.29293,0.14245,0.14114,0.26553,0.26034,0.24786,0.25063,0.36467,0.36336,0.15783,0.15366,0.24454,0.24368,0.24454,0.2652
1206,0.14822,0.25198,1.0,1.0,0.40228,0.40909,0.29687,0.29429,0.15783,0.15366,0.20342,0.20455,0.34815,0.34731,0.13162,0.13139,0.2567,0.25671,0.2567,0.12377
1207,0.17194,0.35677,1.0,1.0,0.24501,0.24557,0.14416,0.14371,0.73504,0.73966,0.40228,0.40909,0.46781,0.46407,0.10826,0.11408,0.35043,0.3527,0.35043,0.10258
1208,0.22324,0.15466,1.0,1.0,0.11852,0.12183,0.12593,0.12537,0.10826,0.11408,0.09117,0.08861,0.38746,0.38323,0.13219,0.12864,0.16059,0.16029,0.16059,0.24991
1209,0.19435,0.1507,1.0,1.0,0.1641,0.16709,0.14017,0.1403,0.16695,0.16748,0.11852,0.12183,0.19487,0.19403,0.11681,0.12165,0.15024,0.15206,0.15024,0.17696
1210,0.34218,0.28553,1.0,1.0,0.2735,0.27595,0.21254,0.21257,0.11681,0.12165,0.27521,0.27089,0.6359,0.63063,0.26211,0.25971,0.29601,0.29523,0.29601,0.34223
1211,0.41243,0.40817,1.0,1.0,0.50313,0.50254,0.32593,0.33929,0.32877,0.32847,0.2735,0.27595,0.39943,0.39701,0.6057,0.59611,0.40608,0.40656,0.40608,0.45545
1212,0.32522,0.36456,1.0,1.0,0.3094,0.30886,0.4114,0.41493,0.6057,0.59611,0.22393,0.22589,0.44046,0.43582,0.21254,0.21951,0.36724,0.36685,0.36724,0.3068
1213,0.33969,0.43366,1.0,1.0,0.38803,0.38579,0.45071,0.45075,0.67009,0.67883,0.3094,0.30886,0.37094,0.37015,0.39373,0.3932,0.43048,0.43126,0.43048,0.29873
1214,0.28427,0.30975,1.0,1.0,0.42849,0.42494,0.19715,0.20238,0.39373,0.3932,0.21197,0.21827,0.29687,0.29552,0.31225,0.3034,0.30674,0.30629,0.30674,0.2708
1215,0.28402,0.30918,1.0,1.0,0.18519,0.18228,0.23932,0.24405,0.53105,0.53155,0.42849,0.42494,0.2,0.20238,0.24217,0.23786,0.30437,0.30384,0.30437,0.32779
1216,0.18183,0.16213,1.0,1.0,0.0302,0.02799,0.29972,0.29851,0.24217,0.23786,0.18689,0.18528,0.20513,0.20536,0.04558,0.04369,0.16828,0.16645,0.16828,0.14894
1217,0.11639,0.15013,1.0,1.0,0.16296,0.17513,0.21937,0.21958,0.09402,0.09685,0.0302,0.02799,0.07293,0.07122,0.29972,0.30583,0.14653,0.14943,0.14653,0.08919
1218,0.20356,0.23243,1.0,1.0,0.19715,0.19338,0.17493,0.17262,0.29972,0.30583,0.13276,0.13706,0.20684,0.21493,0.351,0.35194,0.22707,0.22929,0.22707,0.25285
1219,0.34047,0.35206,1.0,1.0,0.28091,0.28244,0.43989,0.43917,0.12821,0.12864,0.19715,0.19338,0.50313,0.50445,0.59145,0.59466,0.35679,0.35712,0.35679,0.35011
1220,0.41119,0.41484,1.0,1.0,0.12707,0.13232,0.39658,0.39763,0.59145,0.59466,0.68148,0.67939,0.34701,0.35015,0.31852,0.31553,0.41035,0.41161,0.41035,0.40805
1221,0.44758,0.46883,1.0,1.0,0.62336,0.62183,0.46154,0.45994,0.50997,0.50728,0.12707,0.13232,0.39259,0.38279,0.68319,0.6837,0.46629,0.46464,0.46629,0.46847
1222,0.70497,0.66067,1.0,1.0,0.85527,0.86005,0.99373,0.99407,0.68319,0.6837,0.09459,0.10178,0.6,0.59347,0.75783,0.76271,0.6641,0.66596,0.6641,0.70137
1223,0.58838,0.6036,1.0,1.0,0.40228,0.40458,0.49003,0.48961,0.79031,0.79369,0.85527,0.86005,0.58234,0.5816,0.48319,0.47087,0.60057,0.60007,0.60057,0.56487
1224,0.62346,0.46579,1.0,1.0,0.72764,0.72704,0.27977,0.28994,0.48319,0.47087,0.3584,0.36132,0.35214,0.34615,0.55499,0.55206,0.45935,0.4579,0.45935,0.68342
1225,0.4889,0.61211,1.0,1.0,0.59715,0.58929,0.77892,0.77219,0.47009,0.46602,0.72764,0.72704,0.62336,0.62426,0.52365,0.53382,0.62013,0.61877,0.62013,0.53942
1226,0.61601,0.58151,1.0,1.0,0.71225,0.70992,0.59658,0.60059,0.52365,0.53382,0.66781,0.66327,0.48034,0.47633,0.50598,0.50605,0.5811,0.58166,0.5811,0.57285
1227,0.51842,0.58333,1.0,1.0,0.23647,0.23724,0.43989,0.43195,0.8416,0.83293,0.71225,0.70992,0.83476,0.8368,0.45812,0.46005,0.58718,0.58482,0.58718,0.54835
1228,0.54004,0.62588,1.0,1.0,0.85242,0.84949,0.52593,0.52071,0.45812,0.46005,0.63476,0.63265,0.61652,0.6213,0.66553,0.66586,0.62555,0.62501,0.62555,0.50665
1229,0.75498,0.79316,1.0,1.0,0.85527,0.85459,0.97151,0.9705,0.49573,0.49515,0.85242,0.84949,0.58462,0.59118,1.0,1.0,0.79326,0.79348,0.79326,0.77327
1230,0.7721,0.77675,1.0,1.0,0.77151,0.77041,0.98405,0.98225,1.0,1.0,0.48775,0.49235,0.63305,0.62908,0.77835,0.78502,0.77578,0.77652,0.77578,0.73822
1231,0.59933,0.75767,1.0,1.0,0.61083,0.60459,0.82963,0.82891,0.85869,0.8523,0.77151,0.77041,0.76068,0.76696,0.73219,0.73123,0.76059,0.75907,0.76059,0.54711
1232,0.6375,0.68816,1.0,1.0,0.5943,0.59079,0.46382,0.46313,0.73219,0.73123,0.64843,0.6445,0.71909,0.72566,0.93162,0.9322,0.68158,0.68125,0.68158,0.58843
1233,0.45556,0.40228,1.0,1.0,0.14017,0.14322,0.17094,0.16765,0.69801,0.69807,0.5943,0.59079,0.66382,0.66667,0.14758,0.1477,0.40247,0.40235,0.40247,0.51738
1234,0.40969,0.39132,1.0,1.0,0.42849,0.42857,0.33618,0.33333,0.14758,0.1477,0.33504,0.33163,0.34416,0.35103,0.73846,0.73608,0.38832,0.38806,0.38832,0.4963
1235,0.67048,0.55517,1.0,1.0,0.99487,0.99488,0.77493,0.77353,0.12821,0.13043,0.42849,0.42857,0.17892,0.18235,0.81254,0.81114,0.55299,0.55349,0.55299,0.70764
1236,0.63153,0.6766,1.0,1.0,0.78575,0.78517,0.53048,0.53235,0.81254,0.81114,0.73048,0.73077,0.3886,0.38824,0.74701,0.74396,0.66581,0.66527,0.66581,0.56915
1237,0.48884,0.43802,1.0,1.0,0.21538,0.21739,0.62564,0.62647,0.05812,0.05797,0.78575,0.78517,0.60513,0.60704,0.40114,0.40194,0.44853,0.44933,0.44853,0.51016
1238,0.63748,0.63234,1.0,1.0,1.0,1.0,0.68661,0.68824,0.40114,0.40194,0.27407,0.27436,0.58632,0.58235,0.84957,0.843,0.63295,0.63165,0.63295,0.59669
1239,0.69101,0.81961,1.0,1.0,0.48775,0.47692,0.88205,0.88235,0.87977,0.88164,1.0,1.0,0.79601,0.79472,0.87806,0.88164,0.82061,0.81955,0.82061,0.61379
1240,0.87667,0.73193,1.0,1.0,0.83419,0.83632,0.88034,0.8827,0.87806,0.88164,0.62279,0.63077,0.6963,0.69795,0.48661,0.48184,0.73305,0.7352,0.73305,0.93902
1241,0.6004,0.62598,1.0,1.0,0.48091,0.47692,0.41766,0.41935,0.65014,0.64976,0.83419,0.83632,0.79943,0.79765,0.57436,0.5759,0.62612,0.62599,0.62612,0.62899
1242,0.47601,0.59921,1.0,1.0,0.68661,0.68205,0.90655,0.90616,0.57436,0.5759,0.35499,0.35641,0.16638,0.16471,0.87806,0.87681,0.59449,0.59367,0.59449,0.47074
1243,0.6476,0.64245,1.0,1.0,0.68148,0.69054,0.79259,0.78592,0.62564,0.6256,0.68661,0.68205,0.26553,0.27485,0.75954,0.75845,0.63523,0.63624,0.63523,0.56326
1244,0.90455,0.86509,1.0,1.0,0.96866,0.96667,0.80741,0.80645,0.75954,0.75845,0.87749,0.87918,0.80684,0.80352,0.95954,0.95663,0.86325,0.86182,0.86325,0.95792
1245,0.85895,0.88266,1.0,1.0,0.89573,0.89231,0.9584,0.95614,0.75897,0.76386,0.96866,0.96667,0.70997,0.70674,0.99601,0.99517,0.88129,0.88015,0.88129,0.87206
1246,0.98121,0.98117,1.0,1.0,0.99259,0.99487,0.94416,0.94135,0.99601,0.99517,0.98462,0.98718,0.9567,0.95894,1.0,1.0,0.97901,0.97959,0.97901,0.98005
1247,0.92519,0.89273,1.0,1.0,0.99145,0.98715,0.93333,0.93275,0.88889,0.88164,0.99259,0.99487,0.57493,0.57478,0.94872,0.94686,0.88832,0.88634,0.88832,0.92316
1248,0.84455,0.74847,1.0,1.0,0.85584,0.85604,0.98405,0.98542,0.94872,0.94686,0.56011,0.55897,0.10541,0.10819,0.96182,0.95894,0.73599,0.73574,0.73599,0.8787
1249,0.96497,0.95096,1.0,1.0,0.98405,0.98201,0.95214,0.95322,0.95328,0.95411,0.85584,0.85604,0.97493,0.97661,0.98348,0.98551,0.95062,0.95125,0.95062,0.97739
1250,0.97412,0.96541,1.0,1.0,1.0,1.0,0.9641,0.96501,0.98348,0.98551,0.96752,0.96915,0.89003,0.89181,0.96923,0.97101,0.96239,0.96375,0.96239,0.98433
1251,0.96379,0.96588,1.0,1.0,0.98006,0.97943,0.94644,0.94752,0.92251,0.92271,1.0,1.0,0.94245,0.94186,1.0,1.0,0.96524,0.96525,0.96524,0.94899
1252,0.98001,0.97375,1.0,1.0,0.96923,0.97172,0.87236,0.87172,1.0,1.0,0.98803,0.98711,1.0,1.0,1.0,1.0,0.9716,0.97176,0.9716,0.99468
1253,0.93679,0.94882,1.0,1.0,0.94929,0.94588,0.90313,0.90087,0.89516,0.89372,0.96923,0.97172,1.0,1.0,0.98803,0.98313,0.95081,0.94922,0.95081,0.92135
1254,0.96281,0.9646,1.0,1.0,0.89687,0.89974,0.99088,0.99125,0.98803,0.98313,0.99601,0.99743,1.0,1.0,0.92593,0.9253,0.96629,0.96614,0.96629,0.95982
1255,0.95772,0.91565,1.0,1.0,0.86439,0.86082,0.80171,0.79883,0.97037,0.97349,0.89687,0.89974,0.93675,0.93895,1.0,1.0,0.91168,0.91197,0.91168,0.96533
1256,0.91269,0.94141,1.0,1.0,0.99601,0.99743,0.91681,0.9186,1.0,1.0,0.92365,0.92506,0.77892,0.77907,1.0,1.0,0.9359,0.93669,0.9359,0.89371
1257,0.87915,0.85877,1.0,1.0,0.81311,0.81959,0.97607,0.97674,0.93732,0.93494,0.99601,0.99743,0.95954,0.95918,0.50769,0.50843,0.86496,0.86605,0.86496,0.8334
1258,0.79748,0.7805,1.0,1.0,0.6359,0.63918,0.95556,0.95349,0.50769,0.50843,0.98803,0.98711,0.79487,0.79651,0.83077,0.83614,0.78547,0.78681,0.78547,0.87443
1259,0.50455,0.66157,1.0,1.0,0.58405,0.58398,0.83419,0.83721,0.49402,0.49038,0.6359,0.63918,0.68319,0.68605,0.75385,0.75904,0.6642,0.66597,0.6642,0.42316
1260,0.66107,0.62893,1.0,1.0,0.83077,0.83463,0.77037,0.76812,0.75385,0.75904,0.64103,0.64341,0.66268,0.66087,0.14929,0.1494,0.63466,0.63591,0.63466,0.61693
1261,0.4415,0.46023,1.0,1.0,0.31624,0.31525,0.82792,0.82609,0.71966,0.71875,0.83077,0.83463,0.0114,0.01159,0.05356,0.05314,0.45992,0.45991,0.45992,0.32114
1262,0.80582,0.68444,1.0,1.0,0.95783,0.95349,0.51111,0.51014,0.05356,0.05314,0.91795,0.91753,0.75556,0.75,0.94131,0.9351,0.68955,0.68657,0.68955,0.82456
1263,0.34186,0.37134,1.0,1.0,0.12934,0.13212,0.17208,0.17052,0.39316,0.39423,0.95783,0.95349,0.33219,0.33043,0.23875,0.23077,0.37056,0.36859,0.37056,0.35743
1264,0.4477,0.39956,1.0,1.0,0.53447,0.53747,0.23191,0.22832,0.23875,0.23077,0.58291,0.5814,0.4359,0.44058,0.37493,0.37831,0.39981,0.39947,0.39981,0.47901
1265,0.44981,0.42526,1.0,1.0,0.25755,0.25648,0.37892,0.37391,0.35157,0.34856,0.53447,0.53747,0.71795,0.71884,0.34986,0.3494,0.43172,0.43078,0.43172,0.43769
1266,0.21211,0.28793,1.0,1.0,0.58746,0.58955,0.2188,0.21739,0.28946,0.29064,0.15328,0.15174,0.11054,0.1087,0.31738,0.31773,0.27949,0.27929,0.27949,0.17829
1267,0.36126,0.29827,1.0,1.0,0.39829,0.39801,0.24274,0.24224,0.31738,0.31773,0.26382,0.26866,0.27521,0.27103,0.27635,0.27764,0.29563,0.29588,0.29563,0.38241
1268,0.35681,0.41918,1.0,1.0,0.56353,0.56219,0.25014,0.24845,0.39373,0.39506,0.39829,0.39801,0.44274,0.44237,0.43761,0.43842,0.41434,0.41408,0.41434,0.20317
1269,0.75125,0.69255,1.0,1.0,0.92877,0.92289,0.61311,0.60559,0.43761,0.43842,0.74245,0.74194,0.551,0.5514,0.84843,0.85222,0.68689,0.68541,0.68689,0.86702
1270,0.68544,0.77118,1.0,1.0,0.82108,0.82338,0.60342,0.60991,0.54473,0.54433,0.92877,0.92289,0.80342,0.80186,0.89744,0.89901,0.76648,0.7669,0.76648,0.62585
1271,0.59311,0.61234,1.0,1.0,0.61766,0.61692,0.79829,0.79751,0.89744,0.89901,0.21595,0.21696,0.37151,0.37888,0.75385,0.75616,0.60912,0.61091,0.60912,0.52745
1272,0.78698,0.7723,1.0,1.0,0.73447,0.73317,0.53618,0.52941,0.87635,0.87931,0.61766,0.61692,0.95613,0.95666,0.90598,0.90617,0.77113,0.77027,0.77113,0.84603
1273,0.6862,0.78926,1.0,1.0,0.94245,0.94015,0.48832,0.48916,0.90598,0.90617,0.98234,0.98259,0.72251,0.72136,0.6188,0.62562,0.77673,0.77751,0.77673,0.73879
1274,0.58911,0.65368,1.0,1.0,0.41994,0.42145,0.61709,0.61728,0.44558,0.457,0.94245,0.94015,0.75214,0.75617,0.74986,0.74939,0.65451,0.65691,0.65451,0.61683
1275,0.72768,0.74512,1.0,1.0,0.79943,0.7975,0.61311,0.62037,0.74986,0.74939,0.66553,0.66334,0.95556,0.95666,0.70712,0.7027,0.74843,0.74833,0.74843,0.69244
1276,0.64322,0.72074,1.0,1.0,0.48034,0.4788,0.62393,0.62037,0.80456,0.79853,0.79943,0.7975,0.65299,0.65123,0.92877,0.9335,0.715,0.71332,0.715,0.64808
1277,0.66796,0.67996,1.0,1.0,0.43077,0.43392,0.58234,0.58333,0.92877,0.9335,0.9094,0.90773,0.70028,0.7037,0.49402,0.5,0.67426,0.67703,0.67426,0.68921
1278,0.61252,0.48583,1.0,1.0,0.19658,0.1995,0.33162,0.33333,0.6,0.59705,0.43077,0.43392,0.61652,0.6142,0.72934,0.72727,0.48414,0.48421,0.48414,0.55348
1279,0.59593,0.54473,1.0,1.0,0.30655,0.3125,0.63533,0.63077,0.72934,0.72727,0.86724,0.86035,0.47236,0.47222,0.25869,0.26536,0.54492,0.54474,0.54492,0.61256
1280,0.68291,0.5341,1.0,1.0,0.61823,0.6275,0.69687,0.69538,0.56125,0.56265,0.30655,0.3125,0.58006,0.57846,0.46382,0.46437,0.5378,0.54015,0.5378,0.72568
1281,0.49777,0.60762,1.0,1.0,0.59544,0.5975,0.68604,0.68308,0.46382,0.46437,0.70769,0.7125,0.66553,0.65846,0.56866,0.56265,0.61453,0.61309,0.61453,0.51586
1282,0.64556,0.70075,1.0,1.0,0.66781,0.67082,0.55442,0.55077,0.85812,0.86275,0.59544,0.5975,0.74074,0.73846,0.76068,0.75921,0.6962,0.69659,0.6962,0.61446
1283,0.73748,0.75996,1.0,1.0,0.90199,0.90025,0.87977,0.87963,0.76068,0.75921,0.87863,0.87781,0.83248,0.83333,0.35328,0.35135,0.76781,0.76693,0.76781,0.65416
1284,0.55157,0.59195,1.0,1.0,0.39658,0.3975,0.76923,0.76994,0.93903,0.93612,0.90199,0.90025,0.23305,0.23313,0.2792,0.27451,0.58651,0.58524,0.58651,0.55908
1285,0.56412,0.67065,1.0,1.0,0.94872,0.955,0.67521,0.67178,0.2792,0.27451,0.52422,0.52882,0.69174,0.68923,0.91738,0.91176,0.67274,0.67185,0.67274,0.50085
1286,0.85689,0.77365,1.0,1.0,0.70313,0.69674,0.81368,0.8104,0.7037,0.70171,0.94872,0.955,0.66781,0.66769,0.79544,0.79902,0.77208,0.77176,0.77208,0.92762
1287,0.48101,0.51017,1.0,1.0,0.14872,0.15038,0.65983,0.66361,0.79544,0.79902,0.58348,0.5825,0.35385,0.3578,0.49744,0.50369,0.50646,0.5095,0.50646,0.45507
1288,0.2217,0.23121,1.0,1.0,0.37322,0.3725,0.33048,0.33028,0.37379,0.37346,0.14872,0.15038,0.06952,0.06728,0.08376,0.08333,0.22991,0.22954,0.22991,0.21001
1289,0.37878,0.29487,1.0,1.0,0.42906,0.42607,0.35613,0.36086,0.08376,0.08333,0.02792,0.03015,0.3396,0.34146,0.55214,0.54657,0.2981,0.29807,0.2981,0.48205
1290,0.28117,0.26967,1.0,1.0,0.12764,0.1275,0.1886,0.18654,0.54302,0.54412,0.42906,0.42607,0.16467,0.15951,0.13846,0.1348,0.26524,0.26309,0.26524,0.36465
1291,0.38759,0.37019,1.0,1.0,0.45584,0.45865,0.3453,0.34663,0.13846,0.1348,0.20171,0.19298,0.51681,0.51829,0.59373,0.59314,0.37531,0.37408,0.37531,0.37566
1292,0.63026,0.63793,1.0,1.0,0.72991,0.73434,0.27179,0.26524,0.53447,0.53431,0.45584,0.45865,0.95499,0.95122,0.86781,0.8652,0.6358,0.63483,0.6358,0.55281
1293,0.4633,0.48475,1.0,1.0,0.27293,0.27068,0.5886,0.59021,0.86781,0.8652,0.63476,0.63409,0.33504,0.33232,0.19715,0.20049,0.48272,0.48216,0.48272,0.46495
1294,0.54013,0.47371,1.0,1.0,0.48718,0.48872,0.71282,0.71341,0.78575,0.78186,0.27293,0.27068,0.151,0.14939,0.42165,0.41667,0.47189,0.47012,0.47189,0.53828
1295,0.53255,0.49293,1.0,1.0,0.76296,0.76942,0.46496,0.46646,0.42165,0.41667,0.37436,0.36935,0.23476,0.2378,0.64843,0.64548,0.48452,0.4842,0.48452,0.4944
1296,0.6237,0.59797,1.0,1.0,0.6661,0.66667,0.63875,0.6372,0.29915,0.31051,0.76296,0.76942,0.92479,0.92378,0.3584,0.35697,0.60836,0.61076,0.60836,0.63136
1297,0.55173,0.61263,1.0,1.0,0.95897,0.9598,0.53048,0.53191,0.3584,0.35697,0.66496,0.66583,0.4057,0.41159,0.70598,0.70343,0.60408,0.60492,0.60408,0.50931
1298,0.61314,0.75044,1.0,1.0,0.89687,0.89196,0.9698,0.96646,0.51567,0.51834,0.95897,0.9598,0.93675,0.93598,0.32308,0.32029,0.76686,0.76547,0.76686,0.53695
1299,0.45735,0.50221,1.0,1.0,0.24274,0.24121,0.23533,0.23939,0.32308,0.32029,0.76068,0.75126,0.69972,0.69817,0.74815,0.75061,0.50161,0.50016,0.50161,0.46315
1300,0.42037,0.40608,1.0,1.0,0.17949,0.1809,0.40855,0.41033,0.41254,0.40732,0.24274,0.24121,0.50541,0.50456,0.70142,0.70488,0.40836,0.4082,0.40836,0.36265
1301,0.66904,0.51455,1.0,1.0,0.62564,0.62406,0.55385,0.55927,0.70142,0.70488,0.5396,0.5402,0.31909,0.32219,0.32137,0.31051,0.51016,0.51019,0.51016,0.68275
1302,0.65089,0.62037,1.0,1.0,0.58234,0.58291,0.35897,0.3697,0.25527,0.25672,0.62564,0.62406,0.92821,0.93009,0.9755,0.97311,0.62099,0.62277,0.62099,0.6743
1303,0.53428,0.58252,1.0,1.0,0.47179,0.46985,0.91225,0.91185,0.9755,0.97311,0.58803,0.58438,0.38405,0.38485,0.19886,0.1956,0.58841,0.58661,0.58841,0.52251
1304,0.74374,0.50684,1.0,1.0,0.62906,0.62814,0.46382,0.46061,0.56923,0.56829,0.47179,0.46985,0.03476,0.03333,0.78177,0.78186,0.49174,0.49035,0.49174,0.83976
1305,0.62761,0.65711,1.0,1.0,0.45242,0.45477,0.36353,0.36474,0.78177,0.78186,0.75897,0.75063,0.92991,0.93333,0.64786,0.65122,0.65575,0.65609,0.65575,0.59014
1306,0.51106,0.55644,1.0,1.0,0.45869,0.45592,0.62564,0.62236,0.5151,0.51345,0.45242,0.45477,0.88319,0.88182,0.48205,0.47922,0.56952,0.56792,0.56952,0.40824
1307,0.49367,0.58289,1.0,1.0,0.42963,0.42821,0.50997,0.50303,0.48205,0.47922,0.91681,0.9194,0.36581,0.37462,0.74245,0.74146,0.57445,0.57432,0.57445,0.44434
1308,0.5468,0.54846,1.0,1.0,0.54758,0.54523,0.80171,0.80303,0.73903,0.73902,0.42963,0.42821,0.46268,0.46526,0.33903,0.33902,0.55328,0.5533,0.55328,0.50551
1309,0.71291,0.65946,1.0,1.0,0.77892,0.78338,0.33447,0.3303,0.33903,0.33902,0.82336,0.82368,0.89573,0.89426,0.78177,0.77506,0.65888,0.65762,0.65888,0.7027
1310,0.62728,0.60573,1.0,1.0,0.46097,0.45844,0.29288,0.29003,0.65071,0.64634,0.77892,0.78338,0.53618,0.53776,0.8433,0.84634,0.59383,0.59372,0.59383,0.6704
1311,0.52465,0.55928,1.0,1.0,0.53162,0.53788,0.40285,0.40361,0.8433,0.84634,0.71225,0.71285,0.09231,0.09366,0.649,0.64878,0.53856,0.54052,0.53856,0.5304
1312,0.5397,0.57797,1.0,1.0,0.44558,0.44697,0.8735,0.87349,0.99145,0.9878,0.53162,0.53788,0.27236,0.27492,0.34359,0.34063,0.57635,0.57695,0.57635,0.47236
